Entropy,NumTrajs,StdReturn,MinReturn,AveragePolicyStd,ExplainedVariance,Time,ItrTime,MaxReturn,LossBefore,Perplexity,AverageReturn,MaxKL,LossAfter,MeanKL,TotalExecTime
2.40341,40,116.162601555,0.0,0.805297,0.293445048689,5.1000282764434814,5.1000330448150635,500.0,0.0225527,11.0609,127.5,5.08985,-0.0134613,0.161301,5.035938501358032
2.42596,40,341.824150697,0.0,0.814685,0.218805812461,9.7815101146698,4.678394556045532,1200.0,0.0466307,11.3131,462.5,5.66028,0.0133126,0.0758087,4.596996784210205
2.44928,40,629.503772824,300.0,0.824655,0.349571823331,14.546201229095459,4.759687662124634,2900.0,0.0133655,11.58,1415.0,3.33852,-0.0372793,0.144015,4.720566987991333
2.45596,40,1053.37552658,1300.0,0.827453,0.630747737409,19.38898205757141,4.836523056030273,5400.0,-0.00735701,11.6577,3330.0,6.71475,-0.0802319,0.270225,4.797692537307739
2.45228,40,1715.16034236,0.0,0.82578,0.657756275355,24.27822518348694,4.880376815795898,7300.0,-0.0187372,11.6148,5215.0,0.708691,-0.0320376,0.0111272,4.829465627670288
2.44292,40,2002.74187054,0.0,0.821663,0.677960281126,30.095985174179077,5.812211036682129,7500.0,-0.0285175,11.5065,5545.0,0.327064,-0.0410707,0.0132181,5.7632200717926025
2.42866,40,751.128317932,4400.0,0.815694,0.895721032263,35.36725902557373,5.260128974914551,7500.0,-0.0495914,11.3436,6092.5,0.224717,-0.0711371,0.0490013,5.227843284606934
