MaxReturn,TotalExecTime,LossAfter,AverageReturn,Perplexity,MinReturn,LossBefore,MaxKL,Entropy,ItrTime,Time,StdReturn,ExplainedVariance,AveragePolicyStd,NumTrajs,MeanKL
10700.0,10.85595417022705,-0.192616,7010.0,14.777,1400.0,-0.00590324,5.35573,2.69307,11.065938234329224,11.065932750701904,2502.77845604,0.347257337381,0.930467,20,1.1258
12500.0,11.275347709655762,-0.0514892,5980.0,14.69,500.0,0.00153865,0.772446,2.68717,11.339701175689697,22.410462379455566,2994.76209406,0.323685647891,0.927745,20,0.189806
23000.0,11.28068995475769,0.00342332,21565.0,14.7014,19000.0,0.0134327,0.608314,2.68794,11.313412189483643,33.7308132648468,1257.08989336,0.961486993136,0.928233,20,0.0327322
23000.0,11.582832098007202,-0.0172823,21765.0,14.8004,20300.0,0.00449226,0.640009,2.69466,11.622759819030762,45.35711359977722,731.624903895,0.97852654981,0.931355,20,0.0803563
22800.0,11.398641109466553,-0.0520458,20400.0,14.8337,18400.0,-0.0081782,1.42778,2.6969,11.429404973983765,56.79612946510315,1346.10549364,0.930753378777,0.932415,20,0.154597
21800.0,12.029306650161743,-0.0611103,18495.0,14.7732,12100.0,-0.0109406,0.866056,2.69281,12.07057809829712,68.87080693244934,2579.62691101,0.781204610247,0.930437,20,0.187162
22700.0,11.635270118713379,-0.0333699,20625.0,14.6926,17700.0,-0.00372657,0.5873,2.68734,11.720417976379395,80.59640264511108,1637.03237598,0.942426420369,0.927874,20,0.0826605
