AverageReturn,NumTrajs,Time,Entropy,TotalExecTime,ExplainedVariance,AveragePolicyStd,MaxReturn,LossBefore,ItrTime,MinReturn,Perplexity,LossAfter,MeanKL,StdReturn,MaxKL
125.0,20,9.905957221984863,2.73374,9.825232744216919,0.154235309073,0.949513,2300.0,0.0190208,9.905964374542236,0.0,15.3903,0.00282973,0.0770885,500.874235712,1.90791
585.0,20,20.09813618659973,2.75276,10.111132383346558,0.144684736703,0.958589,4000.0,0.0116209,10.178797721862793,0.0,15.6859,-0.0179387,0.0803665,989.583245614,0.40811
2895.0,20,31.031004905700684,2.75857,10.815804243087769,0.296496701111,0.961393,8600.0,0.00691996,10.924271821975708,200.0,15.7773,-0.0129543,0.0647811,2386.30991282,0.415452
6415.0,20,42.07635140419006,2.76203,10.962966442108154,0.477876762373,0.963017,14900.0,-0.0108129,11.037325143814087,1800.0,15.8319,-0.0233338,0.0455562,3796.0868009,0.114777
5850.0,20,53.13695478439331,2.75662,10.970768690109253,0.440123214257,0.960516,15400.0,-0.0251251,11.044239521026611,600.0,15.7466,-0.0434997,0.0887883,4495.27529747,0.446816
4595.0,20,64.2925271987915,2.74406,11.041687965393066,0.427630638022,0.954544,11700.0,-0.00299749,11.148993968963623,0.0,15.55,-0.0172,0.0467581,3486.75708933,0.438328
5240.0,20,75.0856683254242,2.74256,10.700704097747803,0.417823037748,0.953777,11000.0,-0.014271,10.789981842041016,0.0,15.5267,-0.0326934,0.0451481,3366.21449109,0.269448
