MaxReturn,MaxKL,Entropy,StdReturn,NumTrajs,LossBefore,AverageReturn,AveragePolicyStd,Perplexity,TotalExecTime,MinReturn,Time,MeanKL,ExplainedVariance,ItrTime,LossAfter
3200.0,0.306925,2.84416,774.661216275,20,0.0112105,370.0,1.0032,17.1872,6.733665943145752,0.0,6.807952404022217,0.104979,0.0640088112868,6.807957172393799,-0.0159727
8100.0,0.0211939,2.85537,2052.28531155,20,0.00686828,4675.0,1.0088,17.3809,13.78220510482788,1000.0,20.647154808044434,0.00912652,0.310083111598,13.834403991699219,0.00197829
13800.0,0.0318591,2.85881,3760.7977877,20,-0.0175836,5680.0,1.01052,17.4407,6.371667385101318,0.0,27.07339358329773,0.0125193,0.198563131098,6.421712398529053,-0.0240254
10800.0,0.036271,2.85001,2457.69709281,20,-0.0113067,5135.0,1.00611,17.288,8.826990604400635,1200.0,35.954063177108765,0.0100881,0.206898671623,8.873350381851196,-0.0153582
10600.0,0.199058,2.84436,2234.60846682,20,-0.00807552,5395.0,1.00329,17.1906,6.030179262161255,700.0,42.02498745918274,0.0562483,0.279947241241,6.0620787143707275,-0.0264318
10500.0,0.0194327,2.84032,2494.56910107,20,-0.00527202,5325.0,1.00123,17.1213,6.28655219078064,1900.0,48.386268615722656,0.0105198,0.297741258005,6.356600522994995,-0.0108695
11400.0,0.0309661,2.83769,2690.62725029,20,-0.00237503,5605.0,0.999908,17.0762,6.30578875541687,1800.0,54.751566886901855,0.0150674,0.303919394299,6.355335712432861,-0.00792559
