Perplexity,Time,Entropy,MaxReturn,AverageReturn,AveragePolicyStd,LossAfter,TotalExecTime,ItrTime,MeanKL,NumTrajs,MaxKL,ExplainedVariance,LossBefore,MinReturn,StdReturn
12.9461,31.635624647140503,2.5608,2200.0,480.0,0.870797,-0.0416326,31.31066131591797,31.635629892349243,0.245903,20,0.924807,0.118819901057,-0.00681682,0.0,574.108003776
12.8582,65.43961572647095,2.55398,43000.0,30960.0,0.867869,-0.118519,33.528552770614624,33.782870054244995,0.787314,20,2.14417,0.608290757065,-0.00509644,20500.0,5221.05353353
12.8255,100.24553608894348,2.55143,47600.0,41085.0,0.866749,-0.130064,34.61892533302307,34.78812837600708,0.88024,20,1.87856,0.760754230738,-0.00333157,32900.0,3980.48677928
12.8041,133.61470890045166,2.54977,45900.0,37680.0,0.865933,-0.0928079,33.102296590805054,33.344797134399414,0.40898,20,1.27751,0.703767102664,-0.00997335,28900.0,5650.80525235
12.7404,167.0260365009308,2.54478,52700.0,51835.0,0.863771,-0.0298172,33.164117097854614,33.39210057258606,0.0139469,20,0.110328,0.972928994759,-0.0243207,50300.0,682.110694829
12.5864,199.18031930923462,2.53262,52800.0,52165.0,0.858492,-0.0182757,31.859317779541016,32.125107526779175,0.0152055,20,0.120213,0.977519085596,-0.0135794,50500.0,640.52712667
12.5013,232.4058873653412,2.52583,53300.0,52370.0,0.855585,-0.0222676,32.98712706565857,33.204912424087524,0.0517858,20,0.173771,0.981888645629,-0.0134455,50200.0,641.170804076
