MaxReturn,MeanKL,StdReturn,ItrTime,LossAfter,Entropy,MinReturn,LossBefore,TotalExecTime,NumTrajs,AverageReturn,AveragePolicyStd,Time,MaxKL,Perplexity,ExplainedVariance
18700.0,1.23496,2864.61166653,6.773351669311523,-0.192222,2.69307,6300.0,-0.010832,6.69321608543396,20,12000.0,0.930467,6.773345708847046,4.3533,14.777,0.571467797121
10300.0,0.194671,2634.81972818,6.375719785690308,-0.0454897,2.68224,0.0,0.00433803,6.331009149551392,20,4335.0,0.925334,13.155284643173218,1.04135,14.6178,0.253780208789
22900.0,0.0337047,1560.44865343,6.50288987159729,0.00699997,2.68441,16100.0,0.0165938,6.47100043296814,20,20900.0,0.92648,19.66219663619995,0.413,14.6496,0.933953040804
23100.0,0.0502507,1348.14687627,6.7145702838897705,-0.0276378,2.69271,18000.0,-0.00879352,6.670316219329834,20,21450.0,0.93029,26.380611419677734,0.404763,14.7716,0.948854356775
22900.0,0.0422712,679.908082023,6.637182235717773,-0.0315817,2.68831,20500.0,-0.0207481,6.586467981338501,20,21765.0,0.928246,33.02221345901489,0.504974,14.7068,0.978682246922
23000.0,0.11593,1164.24868477,6.374779939651489,-0.0224829,2.67794,19500.0,0.00626662,6.300826787948608,20,21645.0,0.923545,39.40600323677063,1.43383,14.555,0.962355021412
22500.0,0.0855764,698.212002188,6.592736005783081,-0.0107606,2.68107,19600.0,0.0142007,6.5584564208984375,20,21550.0,0.92515,46.00633764266968,0.542967,14.6007,0.980588091514
