Perplexity,Entropy,TotalExecTime,ExplainedVariance,StdReturn,LossAfter,AveragePolicyStd,ItrTime,MaxKL,AverageReturn,MeanKL,MaxReturn,LossBefore,Time,MinReturn,NumTrajs
15.2117,2.72206,5.307639837265015,0.836334688759,106.183802908,0.0202319,0.947542,5.3770318031311035,0.272334,315.0,0.0275003,500.0,0.0290774,5.377025127410889,100.0,20
15.6605,2.75114,4.768112659454346,0.805660150727,135.646599663,-0.0403563,0.961488,4.8570356369018555,0.69949,360.0,0.0555744,600.0,-0.0191142,10.238011837005615,0.0,20
15.5115,2.74158,4.960314512252808,0.935953378667,71.4142842854,0.0253512,0.956334,4.999041557312012,1.15887,530.0,0.0858597,700.0,0.0352419,15.239490747451782,400.0,20
15.7873,2.7592,5.0759971141815186,0.906224573239,151.327459504,-0.0204592,0.964748,5.1305530071258545,0.172504,810.0,0.0152146,1100.0,-0.0148184,20.383103370666504,500.0,20
15.6707,2.75179,5.026821613311768,0.884030363554,196.150452459,-0.0135684,0.960891,5.068365573883057,0.180333,955.0,0.0391021,1300.0,0.00204648,25.45790386199951,500.0,20
15.6868,2.75282,5.116895914077759,0.876495463932,265.706605112,-0.00362012,0.961375,5.154163837432861,0.228328,1220.0,0.0349633,2200.0,0.00793677,30.6175537109375,900.0,20
15.7491,2.75678,5.081344366073608,0.560371339468,945.766884597,-0.0541082,0.963129,5.1187424659729,0.577206,2255.0,0.216204,4500.0,0.000898283,35.741162061691284,900.0,20
