MaxReturn,ItrTime,Time,AverageReturn,Entropy,LossAfter,StdReturn,MeanKL,LossBefore,MinReturn,TotalExecTime,AveragePolicyStd,Perplexity,NumTrajs,MaxKL,ExplainedVariance
16500.0,11.48313593864441,11.483129024505615,8725.0,2.69307,-0.159929,3870.77188685,0.787683,-0.0259963,2200.0,11.321864604949951,0.930467,14.777,20,2.86814,0.395845323276
20400.0,11.656619310379028,23.153330326080322,15565.0,2.66708,-0.13947,2940.28485015,0.623633,-0.00937611,10000.0,11.513258934020996,0.918404,14.3978,20,2.23926,0.728021786128
21500.0,11.359169006347656,34.51778841018677,20975.0,2.66239,-0.0133315,351.958804408,0.042569,-0.00301377,20200.0,11.307922124862671,0.916317,14.3305,20,0.466288,0.988682048934
22100.0,11.494947671890259,46.03919291496277,21200.0,2.66088,-0.0245431,515.751878329,0.0264745,-0.0152564,20200.0,11.444748401641846,0.915637,14.3089,20,0.500087,0.986571968533
22100.0,11.756954908370972,57.80373167991638,21010.0,2.65325,-0.031394,550.363516233,0.0496247,-0.0183942,19800.0,11.71654224395752,0.912194,14.2002,20,0.481261,0.985710445146
21500.0,11.400631189346313,69.20938467979431,21065.0,2.64406,-0.00648837,327.528624703,0.0212201,0.00194452,20100.0,11.281608581542969,0.908184,14.0702,20,0.245124,0.988353398529
21400.0,11.683912754058838,80.89853000640869,21030.0,2.64503,-0.00482239,321.09188716,0.0453557,0.0087095,20400.0,11.597962141036987,0.908676,14.0839,20,0.372813,0.99057143694
