LossAfter,TotalExecTime,AverageReturn,Perplexity,MaxKL,MinReturn,ExplainedVariance,AveragePolicyStd,ItrTime,LossBefore,StdReturn,MaxReturn,Time,Entropy,MeanKL,NumTrajs
-0.0674287,5.889761209487915,19860.0,15.4937,0.961512,17200.0,0.935616935648,0.95435,5.9490697383880615,-0.0262833,1326.42376336,21700.0,5.949065446853638,2.74043,0.232013,20
-0.0283529,5.433884382247925,18890.0,15.0918,0.141639,14800.0,0.853015581877,0.942692,5.5237345695495605,-0.0102226,2110.90028187,21700.0,11.480812072753906,2.71415,0.0504703,20
-0.0515317,5.701559543609619,20515.0,15.0148,0.470281,17100.0,0.954211957324,0.940585,5.739743232727051,-0.0146689,1039.36278556,21500.0,17.225027084350586,2.70904,0.132844,20
-0.0150358,5.684728384017944,21095.0,14.9051,0.0204296,20300.0,0.986258621438,0.937867,5.723577260971069,-0.0120795,490.382503766,21700.0,22.95758056640625,2.7017,0.00262331,20
-0.0348063,5.7390711307525635,21045.0,14.8153,0.249405,19700.0,0.982876446818,0.934936,5.776362419128418,-0.0215524,654.580018027,21900.0,28.739084720611572,2.69566,0.0290715,20
-0.0229309,5.460756778717041,20770.0,14.6566,0.17435,19800.0,0.981776230649,0.929617,5.506885766983032,-0.012605,672.383818961,22000.0,34.25482940673828,2.68489,0.0324465,20
-0.0364275,5.946042537689209,21150.0,14.5645,0.781273,19900.0,0.98665438976,0.927021,5.976619482040405,-0.0143549,571.401785086,22000.0,40.23797607421875,2.67859,0.06635,20
