NumTrajs,Perplexity,AverageReturn,Time,AveragePolicyStd,LossBefore,MaxKL,StdReturn,ExplainedVariance,MaxReturn,ItrTime,LossAfter,MeanKL,Entropy,MinReturn,TotalExecTime
20,15.2117,195.0,4.663559913635254,0.947542,0.0217379,0.583967,135.922772191,0.611720996142,400.0,4.663564682006836,0.00299736,0.0521607,2.72206,0.0,4.593822717666626
20,15.5459,295.0,9.401834726333618,0.95765,-0.0041365,0.59999,80.4673846972,0.873910006825,400.0,4.734212398529053,-0.0116929,0.0326239,2.7438,0.0,4.665313482284546
20,15.5138,355.0,14.095253705978394,0.956772,0.00486589,0.165544,49.7493718553,0.931429838331,400.0,4.688169240951538,-0.00804066,0.0232851,2.74173,300.0,4.66123104095459
20,15.5516,375.0,18.778735399246216,0.95796,-0.0160637,0.230229,43.3012701892,0.937291853608,400.0,4.6794939041137695,-0.0241118,0.00798389,2.74416,300.0,4.648687839508057
20,15.4272,420.0,23.475334644317627,0.954607,0.020705,0.419919,67.8232998313,0.919546251687,500.0,4.689677476882935,-0.00237312,0.0501798,2.73613,300.0,4.654417276382446
20,15.5877,440.0,28.280535459518433,0.959495,0.00305422,0.0299827,48.9897948557,0.93860701722,500.0,4.801736831665039,-0.000136368,0.00531686,2.74648,400.0,4.763655662536621
20,15.6116,390.0,33.04675793647766,0.960529,-0.0165587,0.158175,76.8114574787,0.910890901958,500.0,4.75490140914917,-0.0254458,0.0192986,2.74801,100.0,4.70919394493103
