Perplexity,NumTrajs,LossAfter,Entropy,StdReturn,AveragePolicyStd,MaxReturn,ItrTime,MinReturn,LossBefore,ExplainedVariance,MeanKL,TotalExecTime,Time,AverageReturn,MaxKL
17.1557,20,-0.0103052,2.84233,1560.60885554,1.00326,4900.0,10.755280017852783,0.0,0.000620354,0.44261185342,0.0611098,10.66979432106018,10.75527310371399,750.0,0.279441
17.1663,20,-0.0233995,2.84295,2804.43844646,1.0034,8100.0,10.807099103927612,0.0,-0.00725309,0.351034877661,0.0394004,10.70906925201416,21.568675994873047,2225.0,0.152409
17.1042,20,-0.0151542,2.83932,5179.04431338,1.00141,23800.0,10.765993118286133,0.0,-0.0115894,0.44449686593,0.00269335,10.64248275756836,32.343448638916016,1550.0,0.0306067
17.0054,20,-0.0101657,2.83353,5510.65105047,0.998543,20300.0,10.492297887802124,0.0,-0.00808356,0.697304298059,0.00184981,10.425278425216675,42.83899426460266,2165.0,0.0247147
16.9368,20,-0.0258081,2.82949,1787.14856685,0.996635,8200.0,10.61167573928833,0.0,-0.0159927,0.530394680139,0.0285135,10.551884412765503,53.45475149154663,410.0,0.0913521
16.8019,20,-0.000997994,2.82149,5162.99089676,0.992664,16400.0,10.546305894851685,0.0,0.00616185,0.668877016825,0.0137364,10.487971782684326,64.00564122200012,2155.0,0.0511152
16.8537,20,-0.0260193,2.82457,9101.86107343,0.99409,24300.0,10.714946031570435,0.0,-0.0139292,0.756517582281,0.0432182,10.658723592758179,74.72590684890747,6775.0,0.157421
