0AveragePolicyStd,0PolicyExecTime,LossBefore,0Perplexity,ComputeUpdatedDistTime,1Perplexity,1MaxReturn,0EnvExecTime,0ProcessExecTime,0AverageReturn,ItrTime,1AveragePolicyStd,0NumTrajs,1ExplainedVariance,MeanKLBefore,0MaxReturn,dLoss,MeanKL,0Entropy,Time,1StdReturn,1Entropy,1NumTrajs,1AverageReturn,0StdReturn,0ExplainedVariance,1PolicyExecTime,0MinReturn,LossAfter,1EnvExecTime,1MinReturn,1ProcessExecTime
0.612944,42.15304756164551,0.0,6.27805,0.11753129959106445,6.27805,0.0,20.561342477798462,1.0019803047180176,0.0,149.44293427467346,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,10937.003947257996,0.0,1.83706,1200,0.0,0.0,1,58.96366500854492,0.0,0.0,19.804866313934326,0.0,0.8977899551391602
0.612944,46.988648414611816,0.0,6.27805,0.11524415016174316,6.27805,0.0,19.776063442230225,0.9110007286071777,0.0,146.48084235191345,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,11086.261956214905,0.0,1.83706,1200,0.0,0.0,1,52.29655075073242,0.0,0.0,20.584315061569214,0.0,0.9534788131713867
0.612944,38.38788652420044,0.0,6.27805,0.10700488090515137,6.27805,0.0,19.60761547088623,0.9434068202972412,0.0,148.83596897125244,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,11237.328312635422,0.0,1.83706,1200,0.0,0.0,1,62.32565379142761,0.0,0.0,20.27355694770813,0.0,0.9400184154510498
0.612944,43.24911904335022,0.0,6.27805,0.10428118705749512,6.27805,0.0,19.790189504623413,0.9341039657592773,0.0,142.8968825340271,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,11382.909230709076,0.0,1.83706,1200,0.0,0.0,1,52.99581551551819,0.0,0.0,20.386180877685547,0.0,0.9318299293518066
0.612944,42.03924798965454,0.0,6.27805,0.10313105583190918,6.27805,0.0,19.659117698669434,0.9652185440063477,0.0,149.43388175964355,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,11535.015706777573,0.0,1.83706,1200,0.0,0.0,1,61.51051139831543,0.0,0.0,19.8933367729187,0.0,0.9211771488189697
0.612944,40.80710434913635,0.0,6.27805,0.09357714653015137,6.27805,0.0,19.801937103271484,0.9445829391479492,0.0,141.9653537273407,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,11679.67926645279,0.0,1.83706,1200,0.0,0.0,1,54.42879915237427,0.0,0.0,20.552432775497437,0.0,0.919680118560791
0.612944,42.13128662109375,0.0,6.27805,0.09946513175964355,6.27805,0.0,19.32754397392273,0.9371356964111328,0.0,148.62179040908813,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,11830.556192159653,0.0,1.83706,1200,0.0,0.0,1,60.41920518875122,0.0,0.0,20.211048364639282,0.0,0.9530608654022217
0.612944,40.00186634063721,0.0,6.27805,0.11132168769836426,6.27805,0.0,19.781534671783447,0.9235248565673828,0.0,145.324223279953,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,11978.687779188156,0.0,1.83706,1200,0.0,0.0,1,56.48220777511597,0.0,0.0,20.218523502349854,0.0,0.9198582172393799
0.612944,37.72919774055481,0.0,6.27805,0.10831665992736816,6.27805,0.0,19.330764532089233,0.9311385154724121,0.0,146.83108949661255,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,12128.108950853348,0.0,1.83706,1200,0.0,0.0,1,61.11957597732544,0.0,0.0,20.2047336101532,0.0,0.9026768207550049
0.612944,36.23506021499634,0.0,6.27805,0.09218096733093262,6.27805,0.0,19.98499822616577,0.9539589881896973,0.0,141.5946762561798,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,12272.249528169632,0.0,1.83706,1200,0.0,0.0,1,58.87474203109741,0.0,0.0,20.049667358398438,0.0,0.924095869064331
0.612944,37.512150049209595,0.0,6.27805,0.13313078880310059,6.27805,0.0,19.609450340270996,0.943023681640625,0.0,146.3223168849945,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,12420.822255134583,0.0,1.83706,1200,0.0,0.0,1,61.8216278553009,0.0,0.0,19.973077058792114,0.0,0.9269351959228516
0.612944,33.69406270980835,0.0,6.27805,0.09545445442199707,6.27805,0.0,18.77819514274597,0.8897132873535156,0.0,132.29325652122498,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,12555.239739656448,0.0,1.83706,1200,0.0,0.0,1,52.523088693618774,0.0,0.0,19.463781356811523,0.0,0.8775699138641357
0.612944,36.8814959526062,0.0,6.27805,0.11313128471374512,6.27805,0.0,18.73824143409729,0.9170351028442383,0.0,139.466539144516,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,12697.47503900528,0.0,1.83706,1200,0.0,0.0,1,57.11405086517334,0.0,0.0,19.315655946731567,0.0,0.8745131492614746
0.612944,38.02444052696228,0.0,6.27805,0.10766029357910156,6.27805,0.0,19.19694185256958,0.8717236518859863,0.0,133.69427371025085,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,12833.61407327652,0.0,1.83706,1200,0.0,0.0,1,50.14871048927307,0.0,0.0,19.454758882522583,0.0,0.8468964099884033
0.612944,39.14290690422058,0.0,6.27805,0.10339927673339844,6.27805,0.0,18.689885139465332,0.9001748561859131,0.0,137.07819175720215,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,12972.739625692368,0.0,1.83706,1200,0.0,0.0,1,53.40640139579773,0.0,0.0,19.675163507461548,0.0,0.8795180320739746
0.612944,38.43604254722595,0.0,6.27805,0.1030876636505127,6.27805,0.0,18.866196632385254,0.8801536560058594,0.0,133.054443359375,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,13108.61535692215,0.0,1.83706,1200,0.0,0.0,1,49.956400632858276,0.0,0.0,19.41673445701599,0.0,0.8661096096038818
0.612944,40.76693296432495,0.0,6.27805,0.0983116626739502,6.27805,0.0,19.183393716812134,0.8896191120147705,0.0,141.83500719070435,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,13253.130808353424,0.0,1.83706,1200,0.0,0.0,1,56.498247146606445,0.0,0.0,19.17073130607605,0.0,0.8550841808319092
0.612944,32.74769306182861,0.0,6.27805,0.10120224952697754,6.27805,0.0,18.899161338806152,0.8769803047180176,0.0,129.5881974697113,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,13384.887953281403,0.0,1.83706,1200,0.0,0.0,1,51.77396368980408,0.0,0.0,19.559314966201782,0.0,0.888840913772583
0.612944,40.12701678276062,0.0,6.27805,0.1061563491821289,6.27805,0.0,18.843116521835327,0.8828506469726562,0.0,139.88797330856323,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,13527.582480669022,0.0,1.83706,1200,0.0,0.0,1,55.475635051727295,0.0,0.0,19.323017835617065,0.0,0.8599352836608887
0.612944,33.12973976135254,0.0,6.27805,0.10563039779663086,6.27805,0.0,19.015923023223877,0.9005630016326904,0.0,132.07163667678833,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,13662.628999948502,0.0,1.83706,1200,0.0,0.0,1,52.18683481216431,0.0,0.0,19.257479667663574,0.0,0.8803539276123047
0.612944,37.093085050582886,0.0,6.27805,0.10688996315002441,6.27805,0.0,18.890364408493042,0.8913938999176025,0.0,137.78810477256775,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,13802.934185028076,0.0,1.83706,1200,0.0,0.0,1,55.890209436416626,0.0,0.0,19.48767328262329,0.0,0.8820769786834717
0.612944,34.32270359992981,0.0,6.27805,0.09837460517883301,6.27805,0.0,18.832492113113403,0.8791673183441162,0.0,133.83940505981445,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,13938.826093435287,0.0,1.83706,1200,0.0,0.0,1,53.94294834136963,0.0,0.0,19.530161142349243,0.0,0.847100019454956
0.612944,39.86842107772827,0.0,6.27805,0.14302587509155273,6.27805,0.0,19.032530546188354,0.905832052230835,0.0,136.96211910247803,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,14078.557589530945,0.0,1.83706,1200,0.0,0.0,1,52.34997797012329,0.0,0.0,19.38359808921814,0.0,0.8944635391235352
0.612944,34.49667930603027,0.0,6.27805,0.10917878150939941,6.27805,0.0,19.105939388275146,0.9139153957366943,0.0,131.6476447582245,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,14212.875876188278,0.0,1.83706,1200,0.0,0.0,1,52.38620734214783,0.0,0.0,19.220138788223267,0.0,0.8514614105224609
0.612944,45.600956201553345,0.0,6.27805,0.10736680030822754,6.27805,0.0,18.927714109420776,0.904475212097168,0.0,140.83067989349365,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,14356.116691589355,0.0,1.83706,1200,0.0,0.0,1,50.235294818878174,0.0,0.0,19.879415273666382,0.0,0.8888156414031982
0.612944,34.73782300949097,0.0,6.27805,0.11288928985595703,6.27805,0.0,18.76656198501587,0.8931229114532471,0.0,138.57442665100098,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,14497.489203214645,0.0,1.83706,1200,0.0,0.0,1,59.512062072753906,0.0,0.0,19.321024179458618,0.0,0.8743774890899658
0.612944,37.14962959289551,0.0,6.27805,0.11262273788452148,6.27805,0.0,19.13750910758972,0.912717342376709,0.0,132.45471835136414,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,14632.587924480438,0.0,1.83706,1200,0.0,0.0,1,50.25171899795532,0.0,0.0,19.382781267166138,0.0,0.8720953464508057
0.612944,35.009350061416626,0.0,6.27805,0.09111547470092773,6.27805,0.0,18.68178153038025,0.8993289470672607,0.0,137.87787890434265,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,14772.977272033691,0.0,1.83706,1200,0.0,0.0,1,58.438172340393066,0.0,0.0,19.463242530822754,0.0,0.8846249580383301
0.612944,37.04545331001282,0.0,6.27805,0.09306669235229492,6.27805,0.0,19.172932386398315,0.9012761116027832,0.0,133.1104872226715,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,14908.804480552673,0.0,1.83706,1200,0.0,0.0,1,50.87141752243042,0.0,0.0,19.513377904891968,0.0,0.8828582763671875
0.612944,35.17136859893799,0.0,6.27805,0.10488176345825195,6.27805,0.0,18.88867473602295,0.8799400329589844,0.0,138.6026599407196,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,15050.013401269913,0.0,1.83706,1200,0.0,0.0,1,59.10640597343445,0.0,0.0,19.337587356567383,0.0,0.8461370468139648
0.612944,37.23196458816528,0.0,6.27805,0.09872865676879883,6.27805,0.0,19.035125494003296,0.9031984806060791,0.0,133.2587866783142,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,15185.735739707947,0.0,1.83706,1200,0.0,0.0,1,50.412527561187744,0.0,0.0,19.476134538650513,0.0,0.8738467693328857
