0AveragePolicyStd,0PolicyExecTime,LossBefore,0Perplexity,ComputeUpdatedDistTime,1Perplexity,1MaxReturn,0EnvExecTime,0ProcessExecTime,0AverageReturn,ItrTime,1AveragePolicyStd,0NumTrajs,1ExplainedVariance,MeanKLBefore,0MaxReturn,dLoss,MeanKL,0Entropy,Time,1StdReturn,1Entropy,1NumTrajs,1AverageReturn,0StdReturn,0ExplainedVariance,1PolicyExecTime,0MinReturn,LossAfter,1EnvExecTime,1MinReturn,1ProcessExecTime
0.619966,38.03423094749451,0.0,6.39995,0.10375165939331055,6.39995,0.0,23.89883804321289,1.1926348209381104,0.0,160.37739944458008,0.619966,1200,1,0.0,0.0,0.0,0.0,1.85629,8446.047819375992,0.0,1.85629,1200,0.0,0.0,1,65.52663373947144,0.0,0.0,24.541611671447754,0.0,1.2470214366912842
0.619966,40.35732960700989,0.0,6.39995,0.20392155647277832,6.39995,0.0,22.63779306411743,1.084564208984375,0.0,154.07725596427917,0.619966,1200,1,0.0,0.0,0.0,0.0,1.85629,8603.02062344551,0.0,1.85629,1200,0.0,0.0,1,58.517130851745605,0.0,0.0,23.050457000732422,0.0,1.033454179763794
0.619966,32.60019087791443,0.0,6.39995,0.1281909942626953,6.39995,0.0,22.30542802810669,1.1386282444000244,0.0,145.92002248764038,0.619966,1200,1,0.0,0.0,0.0,0.0,1.85629,8752.224082946777,0.0,1.85629,1200,0.0,0.0,1,59.095378160476685,0.0,0.0,23.052295684814453,0.0,1.062375545501709
0.619966,42.81321620941162,0.0,6.39995,0.14719772338867188,6.39995,0.0,22.383673429489136,1.1275410652160645,0.0,158.37720847129822,0.619966,1200,1,0.0,0.0,0.0,0.0,1.85629,8913.414077758789,0.0,1.85629,1200,0.0,0.0,1,60.919294118881226,0.0,0.0,24.0439236164093,0.0,1.2137291431427002
0.619966,34.65532374382019,-2.32830643654e-09,6.39995,0.11771297454833984,6.41773,2900.0,23.203595399856567,1.1405165195465088,0.5,152.31886076927185,0.621035,1200,0.637079264267,0.0,600.0,0.00430665072054,0.00635912641883,1.85629,9069.207644462585,1090.56636343,1.85906,1200,626.583333333,17.3132896932,0.0178953924832,62.61044120788574,0.0,-0.00430665304884,23.59829568862915,0.0,1.1647331714630127
0.612944,46.79220962524414,0.0,6.27805,0.1277914047241211,6.27805,0.0,22.914180994033813,1.1423840522766113,0.0,158.4650468826294,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,9231.255734920502,0.0,1.83706,1200,0.0,0.0,1,56.67129969596863,0.0,0.0,23.485260248184204,0.0,1.0955116748809814
0.612944,38.86736536026001,0.0,6.27805,0.12389969825744629,6.27805,0.0,23.006169319152832,1.1133928298950195,0.0,150.78893184661865,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,9385.301032304764,0.0,1.83706,1200,0.0,0.0,1,57.70023775100708,0.0,0.0,23.391003370285034,0.0,1.1496226787567139
0.612944,45.1987419128418,0.0,6.27805,0.18678569793701172,6.27805,0.0,22.937455892562866,1.1077160835266113,0.0,156.6194179058075,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,9545.554786682129,0.0,1.83706,1200,0.0,0.0,1,56.02480340003967,0.0,0.0,23.737674474716187,0.0,1.0949161052703857
0.612944,32.63538122177124,0.0,6.27805,0.12011480331420898,6.27805,0.0,22.073745250701904,1.0837934017181396,0.0,152.868008852005,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,9701.702357769012,0.0,1.83706,1200,0.0,0.0,1,67.46831846237183,0.0,0.0,22.50679302215576,0.0,1.0646624565124512
0.612944,44.69269776344299,0.0,6.27805,0.17772865295410156,6.27805,0.0,22.204148530960083,1.117720127105713,0.0,153.91104698181152,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,9858.081900119781,0.0,1.83706,1200,0.0,0.0,1,53.933265924453735,0.0,0.0,23.70943570137024,0.0,1.049858808517456
0.612944,33.639872550964355,0.0,6.27805,0.12788701057434082,6.27805,0.0,21.431262254714966,1.0338964462280273,0.0,147.23810410499573,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,10008.65320944786,0.0,1.83706,1200,0.0,0.0,1,63.85645270347595,0.0,0.0,21.250848054885864,0.0,0.9752576351165771
0.612944,49.46326041221619,0.0,6.27805,0.13431334495544434,6.27805,0.0,21.266566038131714,1.067194938659668,0.0,155.57251262664795,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,10166.943167209625,0.0,1.83706,1200,0.0,0.0,1,54.635212898254395,0.0,0.0,22.07712149620056,0.0,0.9915585517883301
0.612944,39.43862509727478,0.0,6.27805,0.13805365562438965,6.27805,0.0,21.826791286468506,1.0688292980194092,0.0,156.49764370918274,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,10326.883939743042,0.0,1.83706,1200,0.0,0.0,1,64.57610368728638,0.0,0.0,21.628026962280273,0.0,0.9906213283538818
0.612944,43.72182011604309,0.0,6.27805,0.15720248222351074,6.27805,0.0,21.778855562210083,1.0718491077423096,0.0,148.97665309906006,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,10478.587890625,0.0,1.83706,1200,0.0,0.0,1,53.195706605911255,0.0,0.0,22.438905715942383,0.0,1.0030603408813477
0.612944,44.05573582649231,0.0,6.27805,0.10887026786804199,6.27805,0.0,21.24564480781555,1.0318999290466309,0.0,158.1502480506897,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,10639.583534955978,0.0,1.83706,1200,0.0,0.0,1,65.29127192497253,0.0,0.0,20.82948923110962,0.0,0.9674394130706787
0.612944,44.57226252555847,0.0,6.27805,0.14826345443725586,6.27805,0.0,21.048479795455933,1.0466034412384033,0.0,142.3328971862793,0.612944,1200,1,0.0,0.0,0.0,0.0,1.83706,10784.620785951614,0.0,1.83706,1200,0.0,0.0,1,48.29341149330139,0.0,0.0,21.528274536132812,0.0,0.9637689590454102
