AveragePolicyStd,NumTrajs,Time,TotalExecTime,MeanKL,MaxKL,AverageReturn,Perplexity,ItrTime,Entropy,StdReturn,LossAfter,ExplainedVariance,MaxReturn,LossBefore,MinReturn
1.12957,20,18.163796186447144,18.0147807598114,0.0335914,3.03181,120.0,21.7921,18.163801431655884,3.08155,282.134719593,-0.0103971,0.306587763705,1100.0,-0.00524156,0.0
1.12662,20,38.383991956710815,20.076897621154785,0.00396629,0.920171,165.0,21.6782,20.215787172317505,3.07631,353.942085658,-0.0151833,0.420545805645,1300.0,-0.0117602,0.0
1.12331,20,56.4341607093811,17.970093965530396,0.0031676,0.257002,370.0,21.5511,18.038339853286743,3.07043,701.498396292,-0.00925633,0.442964739638,2600.0,-0.00695011,0.0
1.12136,20,81.07214045524597,24.56211495399475,0.0120105,3.15786,270.0,21.4763,24.63142728805542,3.06695,596.741149913,-0.002219,0.41821175501,1900.0,0.000614058,0.0
1.12153,20,100.78183364868164,19.60202646255493,0.0107613,0.854427,170.0,21.4829,19.704947233200073,3.06726,427.901857907,-0.00437931,0.370035657331,1900.0,-3.6099e-05,0.0
1.12152,20,120.26552200317383,19.374678134918213,0.00113878,0.140783,190.0,21.4826,19.479939222335815,3.06724,309.677251344,-0.00168633,0.332544148663,1100.0,-0.00029733,0.0
1.12143,20,137.89439511299133,17.520775079727173,0.000624053,0.018837,125.0,21.4794,17.622923612594604,3.06709,225.554871373,0.00630466,0.269801696854,700.0,0.00747321,0.0
