AveragePolicyStd,MaxKL,MeanKL,LossBefore,StdReturn,TotalExecTime,Perplexity,LossAfter,AverageReturn,MinReturn,Entropy,ExplainedVariance,Time,MaxReturn,NumTrajs,ItrTime
0.999438,0.549536,0.00554157,-0.00749337,217.944947177,15.975278377532959,17.0561,-0.00854535,50.0,0.0,2.83651,0.0701322996704,16.262901544570923,1000.0,20,16.262908220291138
0.995741,0.0314049,0.000512509,-0.00345822,250.199920064,17.024301767349243,16.9288,-0.00417701,80.0,0.0,2.82902,0.131075344684,33.55145764350891,1100.0,20,17.265650272369385
0.994809,438.3,3.68099,0.00530038,156.444878472,16.41505527496338,16.8996,-0.217265,45.0,0.0,2.82729,0.230479277674,50.15906000137329,700.0,20,16.58602261543274
0.996136,0.308063,0.00351856,0.0062401,266.223590239,16.333810091018677,16.9444,0.0048832,75.0,0.0,2.82994,0.0979645739349,66.62556219100952,1200.0,20,16.459080934524536
0.997625,784.618,14.4191,-0.00780367,108.972473589,18.584984064102173,16.9974,2.64757,25.0,0.0,2.83306,0.179554522673,85.31273603439331,500.0,20,18.657059907913208
0.995706,0.607153,0.00369979,-0.0223464,65.3834841531,17.284229516983032,16.9312,-0.0243058,15.0,0.0,2.82916,0.0799313111186,102.71517086029053,300.0,20,17.381252765655518
0.990135,0.00170625,0.000262022,0.0186821,43.5889894354,17.0900559425354,16.7431,0.0177135,10.0,0.0,2.81798,0.205620584662,120.00265645980835,200.0,20,17.246808528900146
