StdReturn,MinReturn,MaxReturn,NumTrajs,TotalExecTime,MaxKL,AverageReturn,ItrTime,LossAfter,ExplainedVariance,LossBefore,Perplexity,MeanKL,Entropy,Time,AveragePolicyStd
108.972473589,0.0,500.0,20,10.868525981903076,14109.6,25.0,10.982280969619751,20.3284,0.171651085741,-0.00115946,17.0795,233.209,2.83788,10.982275485992432,1.0
0.0,0.0,0.0,20,11.730408906936646,0.0,0.0,11.824119091033936,-0.0,1,-0.0,17.0597,0.0,2.83672,22.810665369033813,0.999421
571.83913822,0.0,2100.0,20,12.186674356460571,10.3813,200.0,12.264096975326538,0.0443974,0.167287788944,0.0348528,17.0597,0.0628198,2.83672,35.08010911941528,0.999421
270.693553673,0.0,1200.0,20,11.71704387664795,235.624,85.0,11.851804494857788,-0.570995,0.0507429310349,-0.00172484,17.3596,3.42556,2.85414,46.95020818710327,1.00821
65.3834841531,0.0,300.0,20,11.722323894500732,0.682495,15.0,11.787048578262329,-0.00760176,0.0579843133801,-0.00574477,17.3446,0.00351396,2.85328,58.74628043174744,1.00775
65.3834841531,0.0,300.0,20,12.136030197143555,7.21357,15.0,12.185553312301636,0.00595818,0.0576551449777,-7.76313e-05,17.2949,0.0777753,2.85041,70.95887613296509,1.0063
30.0,0.0,100.0,20,11.793804407119751,1157.49,10.0,11.872074127197266,-4.31482,0.0870221483862,-0.014433,17.2942,9.54103,2.85037,82.85692715644836,1.00627
