MinReturn,TotalExecTime,ItrTime,AveragePolicyStd,Time,MaxKL,AverageReturn,StdReturn,LossBefore,MaxReturn,Perplexity,NumTrajs,MeanKL,ExplainedVariance,LossAfter,Entropy
0.0,4.948771238327026,5.042352914810181,0.805297,5.042348623275757,11.3746,462.5,357.552443706,0.00831789,1700.0,11.0609,40,0.949584,0.227457522115,-0.119805,2.40341
3300.0,4.790794610977173,4.839533805847168,0.809564,9.886700630187988,6.52106,5947.5,978.260573671,-0.0556355,7600.0,11.1532,40,0.197204,0.855635738064,-0.115604,2.41173
0.0,4.769640207290649,4.820096969604492,0.798024,14.710964918136597,3.84826,5455.0,2055.23113055,-0.0356026,7800.0,10.8472,40,0.111435,0.799574757832,-0.0694927,2.38391
0.0,4.916568040847778,4.9485392570495605,0.791007,19.67896866798401,1.93691,6055.0,1590.27513343,-0.0531983,7700.0,10.6559,40,0.0652685,0.853431721454,-0.0822952,2.36611
2400.0,5.211108922958374,5.311227321624756,0.780497,24.99424934387207,39.4639,6572.5,1306.71104304,-0.0577528,7900.0,10.3762,40,0.112436,0.867869208198,-0.0947756,2.33951
0.0,4.884353876113892,4.932527303695679,0.76906,29.939619064331055,0.31606,6417.5,1262.71285334,-0.0361869,7900.0,10.0808,40,0.0320808,0.87422089897,-0.0565588,2.31064
4500.0,4.828149795532227,4.870814800262451,0.761902,34.81540513038635,2.88119,7002.5,674.717533491,-0.041961,7900.0,9.90007,40,0.0377756,0.945219595822,-0.0605614,2.29254
