MaxKL,AverageReturn,ItrTime,TotalExecTime,ExplainedVariance,NumTrajs,MeanKL,Time,Entropy,MinReturn,MaxReturn,LossBefore,StdReturn,LossAfter,AveragePolicyStd,Perplexity
2.51953,6190.0,4.822189569473267,4.740511417388916,0.248972011586,20,0.642211,4.822185277938843,2.74043,800.0,13400.0,-0.0103295,3417.14793358,-0.109772,0.95435,15.4937
0.785637,14450.0,4.682430744171143,4.597251653671265,0.698992818642,20,0.168728,9.512264490127563,2.7301,0.0,21400.0,-0.0298265,6780.74479685,-0.0722742,0.949102,15.3345
0.193995,20505.0,4.69814920425415,4.646560192108154,0.955110332859,20,0.0490134,14.213535785675049,2.71519,17100.0,22000.0,-0.0181969,1092.92039966,-0.0348125,0.942015,15.1075
0.109765,19945.0,4.736486196517944,4.701956272125244,0.878575962997,20,0.0109313,18.95595097541809,2.70609,0.0,22400.0,-0.0198943,4656.33707972,-0.0263217,0.937649,14.9707
0.470896,21035.0,4.661651372909546,4.624118089675903,0.979460560886,20,0.038544,23.63107943534851,2.69614,19600.0,22700.0,-0.0204003,822.967192542,-0.0342943,0.933263,14.8225
0.446042,21500.0,4.722072601318359,4.684410572052002,0.981665955711,20,0.0696704,28.358259677886963,2.68594,20100.0,22500.0,-0.0327037,704.982269281,-0.0552404,0.928782,14.672
1.01102,21145.0,4.697423934936523,4.671125173568726,0.985377524552,20,0.0870549,33.062684774398804,2.66959,19500.0,22200.0,-0.000332031,745.301952231,-0.0270358,0.921745,14.4341
