Entropy,ItrTime,MinReturn,LossBefore,NumTrajs,AverageReturn,MeanKL,AveragePolicyStd,LossAfter,Perplexity,TotalExecTime,StdReturn,Time,MaxReturn,MaxKL,ExplainedVariance
2.849,17.38392162322998,0.0,-0.0,20,0.0,0.0,1.00568,-0.0,17.2706,17.052637577056885,0.0,17.38391137123108,0.0,0.0,1
2.849,17.14894199371338,0.0,0.0306182,20,15.0,2.39932,1.00568,0.100168,17.2706,16.93497633934021,65.3834841531,34.53818726539612,300.0,292.471,0.134841974348
2.86431,16.968976736068726,0.0,-0.00802159,20,20.0,3.56865,1.0135,0.0310438,17.537,16.77394151687622,87.1779788708,51.53608512878418,400.0,378.045,0.0645012452909
2.8603,16.394171953201294,0.0,0.0175384,20,55.0,0.00269166,1.01144,0.0164787,17.4668,16.255106687545776,239.739441895,67.95902061462402,1100.0,0.148427,0.0662655458912
2.86907,16.78067374229431,0.0,-0.0159222,20,5.0,0.0172002,1.01595,-0.021644,17.6206,16.546964168548584,21.7944947177,84.76412749290466,100.0,2.67356,0.0871340898927
2.86111,15.478355646133423,0.0,-0.0,20,0.0,0.0,1.01192,-0.0,17.4809,15.363924741744995,0.0,100.25462532043457,0.0,0.0,1
2.86111,16.056097269058228,0.0,0.00361593,20,10.0,1.18962,1.01192,0.0569308,17.4809,16.003969430923462,30.0,116.33915781974792,100.0,132.757,0.068713322755
