1Perplexity,MeanKLBefore,0ExplainedVariance,1StdReturn,0MaxReturn,LossBefore,0NumTrajs,dLoss,Time,0AveragePolicyStd,0AverageReturn,1AverageReturn,1PolicyExecTime,1Entropy,0PolicyExecTime,1ProcessExecTime,1NumTrajs,0StdReturn,1AveragePolicyStd,MeanKL,0EnvExecTime,0Entropy,1ExplainedVariance,1MinReturn,ComputeUpdatedDistTime,0Perplexity,1MaxReturn,ItrTime,0MinReturn,0ProcessExecTime,1EnvExecTime,LossAfter
17.1013,1.34184496847e-09,0.0104551333849,80.990354364,500.0,3.95812049803e-10,400,6.28642693457e-10,9206.90910077095,1.0,4.75,10.75,63.26262903213501,2.83915,18.380080938339233,1.9376122951507568,400,40.0304571545,1.00066,5.99118266109e-09,48.482439279556274,2.83788,0.0118463976381,0.0,0.44106125831604004,17.0795,1100.0,195.91920518875122,0.0,1.8242838382720947,49.86662220954895,-2.32830643654e-10
17.0938,6.86850132325e-10,0.0149317543307,58.9045838624,500.0,-6.51925791129e-10,400,-1.51339885068e-10,9407.555557012558,1.0,4.0,5.5,62.3342080116272,2.83872,21.48350977897644,1.807063341140747,400,35.8329457343,1.00042,3.55794449458e-10,49.162829637527466,2.83788,0.0281741217902,0.0,0.4062347412109375,17.0795,800.0,199.55458998680115,0.0,1.883812427520752,49.68634653091431,-5.0058590606e-10
17.0401,2.11454609378e-09,0.00326640984104,67.186308129,1000.0,3.20142141963e-11,400,2.29920266853e-10,9612.271316051483,1.0,4.5,6.0,63.13550353050232,2.83557,22.001506567001343,1.8508431911468506,400,53.1953945375,0.998852,2.2855315418e-09,49.23351240158081,2.83788,0.00407577543833,0.0,0.4223365783691406,17.0795,1200.0,203.52704238891602,0.0,1.8245103359222412,50.47499227523804,-1.97906052657e-10
17.0918,-1.37441502623e-10,0.0194963986881,131.642508332,1700.0,1.22017818072e-09,400,2.46655029734e-10,9794.801879167557,1.0,16.5,20.5,53.06563448905945,2.8386,16.746349573135376,1.684936285018921,400,117.803862415,1.00037,9.20482912115e-10,48.99264645576477,2.83788,0.0339877718896,0.0,0.5090782642364502,17.0795,1400.0,181.32147240638733,0.0,1.8194470405578613,46.00812101364136,9.73523150982e-10
17.0714,1.16997500577e-09,0.00667839603701,58.218875805,600.0,-7.45058015283e-10,400,-3.25962812298e-10,9964.043029546738,1.0,4.5,9.25,47.07087850570679,2.8374,14.984409093856812,1.6287317276000977,400,44.4943816678,0.99977,3.20142246046e-11,45.71755647659302,2.83788,0.013909766966,0.0,0.38931751251220703,17.0795,600.0,168.22689604759216,0.0,1.7829909324645996,44.53886938095093,-4.19095202986e-10
17.0795,0.0,1,11.1551557587,0.0,-3.72529035397e-10,400,0.00013713389344,10134.200508594513,1.0,0.0,0.75,47.04090452194214,2.83788,17.541245460510254,1.7734649181365967,400,0.0,1.0,0.00644745025784,44.56592082977295,2.83788,0.00638832881289,0.0,0.4075782299041748,17.0795,200.0,169.06781315803528,0.0,1.6628506183624268,44.63068342208862,-0.00013713426597
17.0774,-1.66785613098e-10,0.0060781161525,51.3413819448,500.0,1.21071930259e-09,400,-6.98492375051e-11,10307.598420619965,0.999942,4.5,6.25,50.56646776199341,2.83775,15.551143884658813,1.6367015838623047,400,38.4675187658,0.999941,-2.45365977536e-10,44.38364315032959,2.83776,0.00776736816867,0.0,0.38860416412353516,17.0775,700.0,172.35574960708618,0.0,1.662815809249878,45.82026720046997,1.2805685401e-09
17.0936,-1.24564392134e-09,0.00951865726609,83.954973051,1200.0,-6.98491819939e-11,400,-4.6566139833e-11,10482.331796169281,0.999942,7.0,8.75,48.068124532699585,2.8387,15.466224670410156,1.6570756435394287,400,75.5049667241,1.00042,-1.38243105852e-09,44.98624134063721,2.83776,0.0105644844132,0.0,0.3822295665740967,17.0775,1100.0,173.72537755966187,0.0,1.6140859127044678,44.91254496574402,-2.32830421609e-11
17.0858,4.10713954166e-12,0.00641234730975,9.98749217772,600.0,4.65661294247e-11,400,4.65661294247e-11,10652.578866958618,0.999942,3.25,0.5,46.95093750953674,2.83825,14.628817558288574,1.5866022109985352,400,38.9157744366,1.00019,1.26543060475e-08,44.4275541305542,2.83776,0.00261659107693,0.0,0.36817193031311035,17.0775,200.0,169.0699644088745,0.0,1.6292364597320557,45.09869694709778,0.0
17.1127,-1.33877658959e-10,0.0136812333476,88.6552310921,700.0,-1.51339885068e-10,400,5.55111512313e-17,10820.315291166306,0.999942,5.25,15.5,46.43571496009827,2.83982,16.88063907623291,1.630605697631836,400,44.1297801943,1.00098,5.61266988441e-09,44.181726932525635,2.83776,0.017500486995,0.0,0.428178071975708,17.0775,1100.0,166.56249046325684,0.0,1.5771148204803467,44.78827714920044,-1.51339940579e-10
17.1391,5.17495379881e-09,0.0113689016969,94.3980932011,900.0,-7.05476832508e-09,400,-9.31317245545e-11,10993.023746728897,0.999942,10.75,17.0,45.79165005683899,2.84136,20.31233024597168,1.6486425399780273,400,68.6253415292,1.00176,9.86649784096e-09,44.443220138549805,2.83776,0.0180260361195,0.0,0.4520602226257324,17.0775,1000.0,170.62931036949158,0.0,1.7123682498931885,44.899131298065186,-6.96163660052e-09
17.071,1.78988546207e-10,0.0157056058711,128.178586355,800.0,-1.21653997986e-09,400,-3.49245077302e-11,11163.462461709976,0.999942,5.0,20.5,47.61085844039917,2.83738,17.54536747932434,1.766674280166626,400,55.0,0.99976,-1.19325729853e-10,44.00707745552063,2.83776,0.0364947698432,0.0,0.47418642044067383,17.0775,1500.0,169.24245691299438,0.0,1.6968905925750732,45.18998169898987,-1.18161547213e-09
17.0775,0.0,1,45.0998891351,0.0,-6.8685035437e-10,400,0.000173567180173,11332.88172006607,0.999942,0.0,4.0,49.45870661735535,2.83776,15.037445783615112,1.6345086097717285,400,0.0,0.999942,0.00655208947137,44.28181600570679,2.83776,0.0118076548603,0.0,0.4097318649291992,17.0775,800.0,168.2867660522461,0.0,1.6645703315734863,44.50609278678894,-0.000173567867023
17.119,5.12227427141e-10,0.00664931884686,79.9339571146,1100.0,1.39698377866e-10,400,4.65661190163e-11,11501.900118589401,1.0014,8.75,9.25,48.8495831489563,2.84019,15.08971357345581,1.6041929721832275,400,81.2307669544,1.00116,-1.1641527152e-11,44.30591082572937,2.84068,0.00510427457177,0.0,0.38260626792907715,17.1273,900.0,167.89204454421997,0.0,1.6256041526794434,44.450175046920776,9.31322588493e-11
17.1457,7.33416438692e-10,0.00796950516977,103.284800431,1500.0,-1.30385169328e-09,400,-9.31323906883e-11,11672.077438354492,1.0014,9.0,11.5,48.237128257751465,2.84175,14.693964958190918,1.5552618503570557,400,83.1805265672,1.00194,1.62981433904e-10,44.53636884689331,2.84068,0.00825935959039,0.0,0.4037361145019531,17.1273,1700.0,169.06631422042847,0.0,1.654198169708252,44.566720962524414,-1.21071930259e-09
17.1434,-1.222359991e-10,0.0104677893164,92.3525852372,800.0,-1.7462298274e-10,400,2.32830671409e-10,11842.001669168472,1.0014,6.25,11.0,47.973084926605225,2.84161,15.394435405731201,1.6378800868988037,400,56.8853012649,1.00187,-1.0011717011e-09,44.300940990448,2.84068,0.0110705298921,0.0,0.442211389541626,17.1273,1400.0,168.88445043563843,0.0,1.6060035228729248,44.96625781059265,-4.0745365415e-10
