Entropy,StdReturn,NumTrajs,MinReturn,MaxReturn,Perplexity,MaxKL,MeanKL,TotalExecTime,LossAfter,ItrTime,ExplainedVariance,LossBefore,AveragePolicyStd,Time,AverageReturn
2.40341,925.62141289,40,700.0,5100.0,11.0609,4.21049,1.14252,5.05864143371582,-0.18034,5.1400306224823,0.546590422686,-0.00972734,0.805297,5.140025615692139,2535.0
2.39368,1154.94588618,40,1300.0,6000.0,10.9538,6.3721,0.181254,4.747248411178589,-0.0715759,4.807518005371094,0.60016592612,-0.0146146,0.801709,9.951621770858765,3540.0
2.38638,838.376407111,40,3500.0,7200.0,10.874,0.647305,0.0278624,4.687620639801025,-0.0957371,4.719876766204834,0.874468367459,-0.0716912,0.798785,14.684727907180786,5725.0
2.35053,714.142842854,40,4500.0,7300.0,10.4912,2.83519,0.0555412,6.139526844024658,-0.0887514,6.192179203033447,0.91478406147,-0.0585374,0.784722,20.88638424873352,6100.0
2.32126,1069.29883569,40,4000.0,8000.0,10.1885,0.74987,0.0750354,4.606955051422119,-0.090181,4.664209365844727,0.879731995004,-0.0574043,0.773121,25.55972146987915,6310.0
2.29256,1521.43846409,40,2500.0,7900.0,9.90026,1.88447,0.182031,4.678332805633545,-0.0934072,4.731574296951294,0.824207021261,-0.0504958,0.762178,30.312429189682007,5485.0
2.26731,704.232738518,40,4700.0,7400.0,9.65343,5.05622,0.363365,4.557850122451782,-0.116284,4.594261407852173,0.907793788152,-0.0354959,0.752521,34.910844564437866,6257.5
