LossBefore,ItrTime,StdReturn,Time,MaxReturn,MeanKL,LossAfter,AveragePolicyStd,ExplainedVariance,TotalExecTime,NumTrajs,MinReturn,Perplexity,Entropy,MaxKL,AverageReturn
-0.0,22.901872634887695,0.0,22.90186643600464,0.0,0.0,-0.0,0.956152,1,22.64585256576538,20,0.0,15.613,2.7481,0.0,0.0
-0.0,22.348564863204956,0.0,45.261423110961914,0.0,0.0,-0.0,0.956152,1,22.21202301979065,20,0.0,15.613,2.7481,0.0,0.0
-0.0,21.343328714370728,0.0,66.60866212844849,0.0,0.0,-0.0,0.956152,1,21.239042043685913,20,0.0,15.613,2.7481,0.0,0.0
0.00202722,23.699475288391113,65.3834841531,90.3194830417633,300.0,0.0550114,-0.0145217,0.956152,0.140829188544,23.617204189300537,20,0.0,15.613,2.7481,0.416982,15.0
0.000846863,23.772634029388428,616.66441441,114.10922431945801,2700.0,0.0299503,-0.00792177,0.95664,0.23198142908,23.58298635482788,20,0.0,15.6288,2.74912,0.228695,235.0
-0.0108702,23.416908264160156,1459.40912701,137.5356514453888,6000.0,0.0481218,-0.0191821,0.956828,0.322677763147,23.344965934753418,20,0.0,15.6355,2.74954,0.446353,575.0
0.00542542,24.597522497177124,551.452627158,162.15472316741943,1700.0,0.000275537,0.00464097,0.954226,0.21291132022,24.488683700561523,20,0.0,15.5507,2.74411,0.00139761,230.0
