NumTrajs,ExplainedVariance,Time,Perplexity,MaxReturn,AveragePolicyStd,StdReturn,LossAfter,Entropy,AverageReturn,LossBefore,MaxKL,MinReturn,TotalExecTime,MeanKL,ItrTime
40,0.966439239036,7.226962327957153,5.67789,7900.0,0.58088,640.2343321,-0.0870254,1.73658,7290.0,-0.0179959,2.08762,5300.0,7.147120952606201,0.503635,7.22696852684021
40,0.975049361659,13.656386613845825,5.57662,8100.0,0.574778,395.845613845,-0.146356,1.71858,7167.5,-0.0558938,1.41011,6300.0,6.328188419342041,0.503023,6.421581268310547
40,0.980491792835,20.497471570968628,5.42293,8100.0,0.566621,384.0491505,-0.073958,1.69064,7352.5,-0.0231527,0.920184,6200.0,6.766329526901245,0.311809,6.835113048553467
40,0.992455420954,27.79199194908142,5.36051,8300.0,0.562805,282.389358865,-0.0645567,1.67906,7697.5,-0.0226195,0.467694,7000.0,7.19548487663269,0.069132,7.277089357376099
40,0.993959784651,34.22530126571655,5.30023,8300.0,0.558899,227.692226481,-0.0263934,1.66775,7937.5,0.00297601,0.790242,7300.0,6.337111234664917,0.118359,6.426487684249878
40,0.862725107978,40.627485513687134,5.30812,8200.0,0.558809,2361.76708208,-0.000485864,1.66924,7057.5,0.00715981,0.0610213,0.0,6.280263662338257,0.00365574,6.399080038070679
40,0.99401938012,46.48341941833496,5.32716,8300.0,0.559731,249.198715888,-0.0823848,1.67282,7930.0,-0.0466187,0.735796,7300.0,5.741305112838745,0.192845,5.848024368286133
