StdReturn,Perplexity,LossBefore,MaxKL,AverageReturn,MaxReturn,NumTrajs,ItrTime,TotalExecTime,MeanKL,MinReturn,LossAfter,AveragePolicyStd,Time,Entropy,ExplainedVariance
87.1779788708,17.0561,-0.00779964,165.553,20.0,400.0,20,16.820337772369385,16.518832683563232,1.59522,0.0,-0.245679,0.999438,16.82033109664917,2.83651,0.0548005255098
0.0,16.9236,-0.0,0.0,0.0,0.0,20,15.877465963363647,15.581275463104248,0.0,0.0,-0.0,0.99553,32.70729303359985,2.82871,1
152.561463024,16.9236,0.00873885,0.00126853,35.0,700.0,20,16.62207531929016,16.390627145767212,5.07942e-05,0.0,0.00839966,0.99553,49.347553968429565,2.82871,0.0631356825743
67.8232998313,16.9977,0.00615725,0.215884,20.0,300.0,20,16.903252124786377,16.67286252975464,0.00113022,0.0,0.00451553,0.997711,66.26141667366028,2.83308,0.0774073443153
95.3939201417,17.0501,-0.00826521,586.308,30.0,400.0,20,16.506110906600952,16.2819926738739,5.83699,0.0,0.322875,0.999309,82.78865075111389,2.83616,0.202146230139
0.0,16.9798,-0.0,0.0,0.0,0.0,20,14.205815553665161,14.031747341156006,0.0,0.0,-0.0,0.997275,97.03982210159302,2.83203,1
110.0,16.9798,0.00749443,1.45974,30.0,500.0,20,14.393310070037842,14.26221776008606,0.0091507,0.0,0.0061283,0.997275,111.45940828323364,2.83203,0.0989162239687
