MinReturn,LossAfter,ExplainedVariance,MaxKL,AverageReturn,Perplexity,MeanKL,Entropy,TotalExecTime,AveragePolicyStd,ItrTime,MaxReturn,LossBefore,Time,StdReturn,NumTrajs
0.0,-0.0867104,0.306759309487,27.0579,850.0,16.3558,0.450623,2.79458,9.402055025100708,0.982009,9.49284839630127,2800.0,0.00273817,9.492841482162476,704.627561198,40
0.0,-0.0728295,0.490129903053,3.66113,2345.0,16.4007,0.100914,2.79732,6.996788501739502,0.984314,7.106751441955566,5500.0,-0.0382288,16.60587167739868,1373.49008005,40
0.0,-0.0738563,0.523937220846,6.15406,2592.5,16.0901,0.0988626,2.77821,6.9696996212005615,0.974841,7.027218818664551,5800.0,-0.0342326,23.63922643661499,1335.36277842,40
800.0,-0.0609821,0.648500744636,5.65981,2990.0,15.8171,0.0809414,2.76109,7.179804563522339,0.966214,7.218521595001221,4700.0,-0.033478,30.866389989852905,928.6549413,40
600.0,-0.0307287,0.550784136608,23.6704,2497.5,15.5545,0.169262,2.74435,7.129363536834717,0.958413,7.177915096282959,4800.0,0.000473484,38.04996991157532,1039.58825984,40
800.0,-0.072376,0.642693578249,17.9536,2940.0,15.5582,0.147444,2.74459,7.016486167907715,0.958688,7.052322626113892,4700.0,-0.0324332,45.105918169021606,972.05966895,40
400.0,-0.0438359,0.576186108797,1.29451,3107.5,15.3079,0.0731686,2.72837,7.118621349334717,0.950697,7.186045169830322,6000.0,-0.0184009,52.29633617401123,1300.84347636,40
