Entropy,ExplainedVariance,AverageReturn,MeanKL,NumTrajs,LossBefore,MinReturn,StdReturn,LossAfter,MaxKL,TotalExecTime,ItrTime,Time,Perplexity,AveragePolicyStd,MaxReturn
2.84233,0.670070805679,1160.0,0.239624,20,0.0168474,0.0,718.609768929,-0.0189475,0.811768,10.604673624038696,10.712663412094116,10.712657928466797,17.1557,1.00326,2900.0
2.85918,0.267284186553,6280.0,0.0499325,20,-0.0035035,1700.0,2412.38471227,-0.0147448,0.0908689,10.562108755111694,10.621205568313599,21.337343454360962,17.4472,1.01193,11500.0
2.85743,0.380447598063,11845.0,0.099603,20,0.00965133,6000.0,2897.49460742,-0.0111707,0.244715,10.549566984176636,10.636581659317017,31.97883152961731,17.4166,1.01102,16900.0
2.86225,0.707814427608,24320.0,0.163454,20,-0.0147717,15500.0,4218.009009,-0.0534417,0.290653,10.310967683792114,10.392725944519043,42.3761990070343,17.5009,1.01329,32700.0
2.85487,0.762886062821,13720.0,0.0622782,20,0.0213218,0.0,13281.3252351,0.00761398,0.241002,10.50614595413208,10.553292751312256,52.933101177215576,17.3721,1.00932,37000.0
2.86553,0.806365024082,30565.0,0.0483921,20,0.00592338,20800.0,4229.09860372,-0.00799241,0.100921,10.368799924850464,10.424713373184204,63.361488819122314,17.5583,1.01454,36200.0
2.86849,0.806733544465,24545.0,0.0141808,20,-0.00536904,0.0,10109.0293797,-0.0104651,0.0478685,10.654177904129028,10.712032079696655,74.07782864570618,17.6104,1.01599,35000.0
