MaxReturn,ItrTime,Time,Entropy,AverageReturn,LossBefore,AveragePolicyStd,TotalExecTime,StdReturn,MeanKL,NumTrajs,MaxKL,Perplexity,LossAfter,MinReturn,ExplainedVariance
400.0,15.731316566467285,15.731310844421387,2.83651,20.0,-0.00920989,0.999438,15.46782660484314,87.1779788708,0.0462633,20,4.327,17.0561,-0.0101462,0.0,0.0438120058336
300.0,15.875847578048706,31.64017653465271,2.8273,15.0,-0.0158675,0.994746,15.63948678970337,65.3834841531,0.000269212,20,0.00291523,16.8998,-0.0170174,0.0,0.395583935052
1000.0,15.814701318740845,47.46997046470642,2.81937,85.0,0.016207,0.990792,15.570209264755249,235.10635891,0.000778039,20,0.00904625,16.7662,0.0138515,0.0,0.166075274765
1100.0,14.815569162368774,62.32097244262695,2.82747,80.0,-0.000980306,0.994816,14.636129140853882,258.069758011,0.00474798,20,0.547179,16.9027,-0.00347296,0.0,0.200242173983
900.0,12.146466255187988,74.4708161354065,2.82698,70.0,0.011883,0.99464,11.970186710357666,210.0,0.0173703,20,3.71702,16.8944,0.0116143,0.0,0.12760975053
1400.0,14.640894889831543,89.12015080451965,2.83292,100.0,0.0187165,0.997572,14.536624908447266,325.576411922,0.124828,20,27.3254,16.995,-0.0357533,0.0,0.0729151931923
200.0,16.223891019821167,105.39844989776611,2.84228,10.0,-0.0060655,1.00223,16.111807107925415,43.5889894354,0.0195182,20,3.34525,17.1548,-0.00979252,0.0,0.122638723763
