MaxKL,LossBefore,AverageReturn,ItrTime,StdReturn,ExplainedVariance,LossAfter,Entropy,MeanKL,AveragePolicyStd,NumTrajs,Time,Perplexity,MaxReturn,MinReturn,TotalExecTime
0.00654258,-0.0162314,20.0,18.461944103240967,87.1779788708,0.157137944666,-0.0183879,2.849,0.00111081,1.00568,20,18.46193528175354,17.2706,400.0,0.0,18.179261445999146
5.92232,0.0119009,35.0,15.286593198776245,106.183802908,0.121949608372,0.0118802,2.83277,0.0339366,0.997646,20,33.76266384124756,16.9925,400.0,0.0,15.061499834060669
0.0,-0.0,0.0,16.616636991500854,0.0,1,-0.0,2.83872,0.0,1.00073,20,50.395408391952515,17.0939,0.0,0.0,16.273778915405273
4.6963,-0.0094883,5.0,16.728299379348755,21.7944947177,0.0634511810108,-0.0109646,2.83872,0.0307089,1.00073,20,67.16547870635986,17.0939,100.0,0.0,16.58305835723877
9.65988,0.0147908,5.0,16.45760202407837,21.7944947177,0.0268522954895,0.0206215,2.83398,0.0639872,0.998228,20,83.67652249336243,17.013,100.0,0.0,16.409801483154297
0.00289514,-0.0131017,45.0,16.228992700576782,143.090880213,0.340187368549,-0.0140708,2.84137,0.000315604,1.00191,20,99.91654300689697,17.1393,600.0,0.0,16.143959760665894
0.00155181,0.0111827,80.0,17.054002046585083,287.402157264,0.078814190938,0.0100083,2.83482,0.000256241,0.998598,20,117.02859878540039,17.0274,1300.0,0.0,16.885900735855103
