LossBefore,ExplainedVariance,ItrTime,AveragePolicyStd,MinReturn,MeanKL,TotalExecTime,LossAfter,MaxKL,NumTrajs,StdReturn,AverageReturn,MaxReturn,Entropy,Time,Perplexity
0.00962437,0.149033384281,7.717591762542725,0.982009,0.0,0.182468,7.609752655029297,-0.035315,29.4978,40,280.078114104,82.5,1200.0,2.79458,7.717586517333984,16.3558
-0.00112529,0.203543791809,7.547382354736328,0.987402,0.0,0.0574547,7.4427032470703125,-0.0212725,3.81044,40,322.480619573,127.5,1700.0,2.80421,15.26807427406311,16.514
0.0232006,0.295521146004,8.161823034286499,0.9872,0.0,0.0756638,8.024885177612305,-0.00879298,1.43228,40,446.626241952,245.0,2100.0,2.80365,23.434255361557007,16.5047
0.00549216,0.279840674928,7.9726808071136475,0.992993,0.0,0.0256339,7.895283222198486,-0.0103641,0.598125,40,339.116499156,250.0,1500.0,2.81525,31.41157627105713,16.6973
-0.0119758,0.324449435043,7.48397970199585,0.994105,0.0,0.123992,7.435248374938965,-0.0606898,0.712204,40,748.982643324,605.0,2900.0,2.81799,38.903244495391846,16.7432
0.00598077,0.318477930762,8.674180507659912,0.990781,100.0,0.0598371,8.625100135803223,-0.0303148,25.5257,40,599.57797658,827.5,2200.0,2.812,47.58403754234314,16.6432
0.0118664,0.34895090363,7.487905502319336,0.992657,100.0,0.121644,7.440846681594849,-0.0280647,5.08238,40,729.550375231,1102.5,3100.0,2.81499,55.08892631530762,16.6931
