AveragePolicyStd,ItrTime,AverageReturn,LossBefore,Time,MeanKL,NumTrajs,Entropy,LossAfter,MinReturn,TotalExecTime,Perplexity,ExplainedVariance,StdReturn,MaxKL,MaxReturn
1.00326,10.8008131980896,0.0,-0.0,10.80081033706665,0.0,20,2.84233,-0.0,0.0,10.714178085327148,17.1557,1,0.0,0.0,0.0
1.00326,10.830533504486084,0.0,-0.0,21.633546113967896,0.0,20,2.84233,-0.0,0.0,10.693780422210693,17.1557,1,0.0,0.0,0.0
1.00326,10.46564507484436,55.0,-0.00197442,32.101595401763916,0.0200951,20,2.84233,-0.00679244,0.0,10.428528547286987,17.1557,0.0276270685735,239.739441895,0.114923,1100.0
1.00302,10.790879726409912,50.0,-0.0125643,42.89659595489502,0.0291258,20,2.84134,-0.018862,0.0,10.741211175918579,17.1388,0.0154411111878,156.524758425,0.139534,700.0
0.999908,10.83767819404602,635.0,0.0159581,53.73949646949768,0.121395,20,2.83506,-0.0073112,0.0,10.74287724494934,17.0314,0.086725902854,806.396304555,0.476097,2700.0
1.00393,10.585515260696411,5645.0,-0.0127244,64.32963013648987,0.183933,20,2.84304,-0.0545605,3300.0,10.532091617584229,17.1679,0.284270966683,1899.07214186,0.379998,11200.0
1.00046,10.53490161895752,2080.0,-0.00598736,74.87217354774475,0.0462204,20,2.83668,-0.0163171,0.0,10.489941358566284,17.059,0.18787377761,4329.04146434,0.11334,15100.0
