MaxKL,ExplainedVariance,ItrTime,MeanKL,NumTrajs,Entropy,LossBefore,Perplexity,LossAfter,AverageReturn,StdReturn,Time,MinReturn,AveragePolicyStd,TotalExecTime,MaxReturn
0.359599,0.133323277887,18.033609867095947,0.0329747,20,2.7481,-0.0143332,15.613,-0.0276969,20.0,87.1779788708,18.03360629081726,0.0,0.956152,17.934558391571045,400.0
0.128831,0.658223013257,18.11048913002014,0.00814888,20,2.73377,-0.00585811,15.3908,-0.0108592,1485.0,4535.66698513,36.14881420135498,0.0,0.949338,17.98513150215149,19900.0
0.423361,0.655458409335,17.9245502948761,0.0892855,20,2.73084,0.0019858,15.3458,-0.0290257,5845.0,8686.39597301,54.07713508605957,0.0,0.947934,17.832049131393433,32600.0
0.102745,0.653276070605,17.268774032592773,0.0115178,20,2.73183,0.000244208,15.361,-0.00480037,10980.0,14112.1082762,71.35206890106201,0.0,0.948446,17.212449550628662,36200.0
0.0118683,0.772564391895,13.57404613494873,0.0039732,20,2.73196,-0.0100976,15.3629,-0.0130196,11725.0,14759.6705587,84.93297600746155,0.0,0.948538,13.532959938049316,36700.0
0.0326643,0.818779083568,12.745941877365112,0.00601461,20,2.72691,0.00515083,15.2855,0.00150426,9015.0,16792.4767381,97.68775701522827,0.0,0.946183,12.690393924713135,44800.0
0.00785358,0.851185084442,11.33237600326538,0.00137673,20,2.72948,-0.00907632,15.325,-0.010923,14775.0,17265.7428163,109.03824543952942,0.0,0.947435,11.272065162658691,41400.0
