MaxReturn,MinReturn,Perplexity,StdReturn,Entropy,NumTrajs,ItrTime,MaxKL,AveragePolicyStd,Time,ExplainedVariance,TotalExecTime,LossBefore,AverageReturn,LossAfter,MeanKL
500.0,0.0,17.0795,108.972473589,2.83788,20,11.675266027450562,989.237,1.0,11.67525863647461,0.215712310335,11.5526762008667,0.00718081,25.0,2.25601,18.7075
400.0,0.0,17.2026,87.1779788708,2.84506,20,12.527534484863281,1628.13,1.00363,24.20809268951416,0.0990719598091,12.406701564788818,-0.00606376,20.0,2.16354,35.7493
1700.0,0.0,17.1505,370.506410201,2.84203,20,12.794167757034302,73.0299,1.00211,37.00657534599304,0.127217790801,12.681296110153198,-0.00656232,85.0,0.300929,0.386867
800.0,0.0,17.0943,174.570902501,2.83874,20,12.770759105682373,0.544721,1.00055,49.78403162956238,0.101881295735,12.604609251022339,-0.00770838,45.0,-0.0102766,0.00988181
600.0,0.0,17.0285,130.766968306,2.83489,20,11.764092206954956,30.0324,0.998571,61.55532145500183,0.114314220968,11.600974321365356,0.0224932,30.0,0.0114205,0.423579
300.0,0.0,17.2211,67.8232998313,2.84614,20,12.635762691497803,0.0232443,1.00414,74.19742250442505,0.0967306901744,12.591055870056152,0.0129452,20.0,0.012195,0.000422681
0.0,0.0,17.333,0.0,2.85261,20,12.323456048965454,0.0,1.0074,86.5254738330841,1,12.279431104660034,-0.0,0.0,-0.0,0.0
