Perplexity,ItrTime,LossAfter,AveragePolicyStd,StdReturn,MaxReturn,LossBefore,Time,Entropy,AverageReturn,NumTrajs,MaxKL,MinReturn,ExplainedVariance,TotalExecTime,MeanKL
15.613,17.692389488220215,0.00430785,0.956152,283.32843133,1300.0,-0.00385697,17.692384481430054,2.7481,65.0,20,1.24564,0.0,0.105562378365,17.591062545776367,0.184925
15.5529,17.928102016448975,-0.0163481,0.954278,7999.72499527,26600.0,-0.00959859,35.6281852722168,2.74425,3920.0,20,0.102149,0.0,0.429547431746,17.764763832092285,0.0219645
15.4784,18.080665111541748,-0.00331965,0.951999,16688.8016346,38700.0,-0.00158539,53.721558809280396,2.73945,14330.0,20,0.0197298,0.0,0.700099934959,17.958580493927002,0.00554217
15.4662,17.603765726089478,-0.00910944,0.951637,13086.0077946,39400.0,-0.00599292,71.33995485305786,2.73865,9120.0,20,0.0329227,0.0,0.418983459194,17.55606508255005,0.00858291
15.4199,17.856977224349976,-0.0107277,0.950201,12897.4222231,42800.0,-0.00918134,89.20356273651123,2.73566,7150.0,20,0.0189945,0.0,0.589609466943,17.782147884368896,0.00446547
15.3493,17.83916926383972,-0.00434466,0.948009,15360.1464837,51400.0,0.00727273,107.05231785774231,2.73107,9570.0,20,0.0994216,0.0,0.459084216482,17.788213968276978,0.0218232
15.4052,17.99079942703247,-0.0129127,0.949741,12957.9656968,40500.0,-0.00595924,125.05502223968506,2.7347,10775.0,20,0.0874807,0.0,0.370837641544,17.919137239456177,0.0290125
