MaxReturn,LossBefore,Time,StdReturn,LossAfter,AverageReturn,MaxKL,NumTrajs,Entropy,AveragePolicyStd,TotalExecTime,MinReturn,Perplexity,ItrTime,MeanKL,ExplainedVariance
100.0,0.028877,8.777132749557495,15.612494996,-0.0164649,2.5,74.1362,40,2.79458,0.982009,8.688506841659546,0.0,16.3558,8.777137994766235,0.344261,0.0239180008002
1400.0,-0.0015173,16.118738651275635,220.099409359,-0.0264317,42.5,9.09493,40,2.82346,0.995639,7.285091876983643,0.0,16.835,7.3307600021362305,0.0653787,0.164422981767
2300.0,-0.0126205,24.171209573745728,370.270171631,-0.0435573,120.0,7.06622,40,2.8227,0.994906,7.999526262283325,0.0,16.8222,8.048336267471313,0.07419,0.0948145937035
1600.0,0.0115529,31.440687656402588,282.831663715,-0.019729,127.5,15.2312,40,2.81639,0.991362,7.174428701400757,0.0,16.7164,7.263045072555542,0.122841,0.0657987552254
2000.0,-0.00541838,38.873743772506714,528.671684508,-0.0276695,327.5,12.9719,40,2.82217,0.994257,7.325072765350342,0.0,16.8133,7.430363655090332,0.0712807,0.168110405152
1900.0,-0.0201579,46.16452693939209,482.901387449,-0.0735719,407.5,24.7624,40,2.81946,0.993169,7.238453388214111,0.0,16.7678,7.284286975860596,0.15657,0.141172446446
2600.0,-0.0191455,53.44652223587036,520.480547187,-0.058853,940.0,13.7434,40,2.80938,0.988604,7.195549011230469,200.0,16.5996,7.27606725692749,0.108952,0.380046506364
