MinReturn,Time,AveragePolicyStd,ItrTime,TotalExecTime,StdReturn,NumTrajs,LossAfter,Perplexity,Entropy,AverageReturn,ExplainedVariance,MeanKL,MaxKL,LossBefore,MaxReturn
0.0,29.08874249458313,0.956152,29.0887508392334,28.58943462371826,3737.36538219,20,-0.0186267,15.613,2.7481,3190.0,0.208279633366,0.211753,0.611618,0.0148109,13300.0
0.0,63.6005597114563,0.963216,34.485644817352295,33.94161343574524,18315.1924642,20,-0.00493845,15.846,2.76292,25985.0,0.844503637994,0.0120956,0.0407064,-0.000415277,48100.0
0.0,96.08385920524597,0.963122,32.452207803726196,32.02912950515747,18306.9897853,20,-0.0166564,15.8427,2.76271,26525.0,0.822159914437,0.0408087,0.159794,4.93536e-05,47300.0
0.0,128.43501925468445,0.963173,32.34486413002014,31.975894451141357,18590.0806884,20,-0.0305179,15.8431,2.76273,21130.0,0.805055608926,0.0464581,0.156597,-0.0122807,46700.0
0.0,161.76345086097717,0.960228,33.303518772125244,33.14488935470581,18156.7583836,20,-0.0417655,15.7461,2.75659,29725.0,0.865237133326,0.060748,0.16526,-0.0232926,47200.0
0.0,195.44811487197876,0.954686,33.63187766075134,33.38077473640442,16237.5213626,20,-0.0277659,15.5638,2.74495,27430.0,0.736604726702,0.100821,0.298157,-0.00420317,46900.0
0.0,228.2749309539795,0.953658,32.80852484703064,32.54064059257507,12860.2672989,20,-0.0278684,15.5311,2.74284,37855.0,0.853071681324,0.0354665,0.302857,-0.0156402,48400.0
