LossAfter,Time,MaxReturn,ExplainedVariance,Perplexity,MeanKL,Entropy,ItrTime,AverageReturn,AveragePolicyStd,MinReturn,TotalExecTime,StdReturn,MaxKL,NumTrajs,LossBefore
-0.019103,12.098303079605103,400.0,0.0310030129971,14.777,0.160811,2.69307,12.098309516906738,20.0,0.930467,0.0,11.963753700256348,87.1779788708,0.644785,20,0.00528493
-0.0769654,23.688254594802856,14400.0,0.476167872432,14.8553,0.224356,2.69836,11.585803508758545,8810.0,0.932762,2700.0,11.527827024459839,2934.7742673,0.688982,20,-0.00627718
-0.0260989,35.199501037597656,22900.0,0.958750430486,14.8088,0.0456541,2.69522,11.50709342956543,21090.0,0.931321,18400.0,11.390584230422974,1184.01858094,0.523363,20,-0.0149457
-0.0197289,46.87397003173828,22700.0,0.976715315185,14.6985,0.0372732,2.68775,11.669286727905273,20710.0,0.927795,18300.0,11.609555959701538,796.806124474,0.659073,20,-0.0068349
0.00472146,58.347930908203125,21800.0,0.981203552786,14.6484,0.0780937,2.68433,11.447096109390259,20460.0,0.926262,18900.0,11.38603925704956,635.924523823,0.902431,20,0.0178578
-0.0371923,69.87507677078247,23000.0,0.856258840422,14.7798,0.0887547,2.69326,11.507904291152954,20695.0,0.930587,10500.0,11.323233366012573,2577.29994374,0.725338,20,-0.015689
-0.0122377,81.01915574073792,22200.0,0.970385402806,14.6643,0.0415258,2.68541,11.12276577949524,20525.0,0.926852,17900.0,11.064429521560669,862.481883868,0.329774,20,0.00121966
