LossAfter,StdReturn,ExplainedVariance,TotalExecTime,Time,MaxReturn,AverageReturn,LossBefore,ItrTime,Entropy,MeanKL,NumTrajs,MinReturn,MaxKL,AveragePolicyStd,Perplexity
-0.0,0.0,1,9.289510011672974,9.352984189987183,0.0,0.0,-0.0,9.352991819381714,2.84233,0.0,20,0.0,0.0,1.00326,17.1557
-0.0,0.0,1,8.96072793006897,18.36729884147644,0.0,0.0,-0.0,9.009357452392578,2.84233,0.0,20,0.0,0.0,1.00326,17.1557
-0.0,0.0,1,7.509052276611328,25.91396975517273,0.0,0.0,-0.0,7.541936159133911,2.84233,0.0,20,0.0,0.0,1.00326,17.1557
-0.0,0.0,1,7.446268081665039,33.40246295928955,0.0,0.0,-0.0,7.480097532272339,2.84233,0.0,20,0.0,0.0,1.00326,17.1557
-0.0,0.0,1,10.891940832138062,44.35612964630127,0.0,0.0,-0.0,10.947045087814331,2.84233,0.0,20,0.0,0.0,1.00326,17.1557
-0.0,0.0,1,9.591970920562744,53.98568630218506,0.0,0.0,-0.0,9.62448501586914,2.84233,0.0,20,0.0,0.0,1.00326,17.1557
-0.0,0.0,1,10.627659320831299,64.64884233474731,0.0,0.0,-0.0,10.657968044281006,2.84233,0.0,20,0.0,0.0,1.00326,17.1557
