LossAfter,MaxReturn,LossBefore,Entropy,Time,NumTrajs,TotalExecTime,Perplexity,StdReturn,ItrTime,AverageReturn,AveragePolicyStd,ExplainedVariance,MaxKL,MinReturn,MeanKL
-0.0477502,6700.0,-0.0104862,2.73374,11.90940260887146,20,11.82847809791565,15.3903,2193.19401787,11.910340547561646,1770.0,0.949513,0.518521233522,0.981314,0.0,0.206687
-0.0255997,21100.0,-0.016889,2.72325,23.830307006835938,20,11.758278369903564,15.2298,6144.66231782,11.908437728881836,10775.0,0.94471,0.535204787343,0.103066,0.0,0.0235871
-0.0229245,16700.0,-0.013903,2.71481,35.23711562156677,20,11.359187841415405,15.1017,4603.68330796,11.400694370269775,9610.0,0.940803,0.465676051755,0.716823,900.0,0.0248485
-0.0275276,18000.0,-0.00793427,2.70786,47.06394982337952,20,11.649901390075684,14.9971,4864.87409909,11.822649002075195,9300.0,0.937494,0.368439785841,0.132927,1700.0,0.0588708
-0.0561665,20500.0,-0.0334418,2.70389,58.208770990371704,20,11.109643697738647,14.9377,6142.02735259,11.138307332992554,10150.0,0.935744,0.513885410365,0.496199,0.0,0.0921389
-0.0229851,18100.0,-0.0168643,2.68717,69.61443066596985,20,11.352981090545654,14.69,5168.76194074,11.401602506637573,10930.0,0.927947,0.568317743363,0.201566,0.0,0.0218033
-0.03109,17800.0,-0.0129424,2.67874,81.16920614242554,20,11.508230447769165,14.5667,4277.68629051,11.544884204864502,11620.0,0.923987,0.613197429879,0.264903,0.0,0.0689894
