AverageReturn,ExplainedVariance,LossBefore,NumTrajs,ItrTime,Entropy,LossAfter,MeanKL,Time,MaxKL,AveragePolicyStd,MaxReturn,TotalExecTime,StdReturn,MinReturn,Perplexity
240.0,0.641798670614,0.019467,20,4.8540940284729,2.72206,-0.029556,0.195296,4.854090452194214,2.17825,0.947542,500.0,4.799290895462036,156.204993518,0.0,15.2117
250.0,0.765541554021,-0.00508833,20,4.792736053466797,2.74153,-0.0138804,0.0689294,9.6508150100708,1.71918,0.95662,400.0,4.73811674118042,111.803398875,0.0,15.5107
420.0,0.887317378462,0.0242634,20,4.700703382492065,2.73899,0.0119017,0.056609,14.357723236083984,0.703785,0.955129,600.0,4.6515114307403564,102.95630141,100.0,15.4713
635.0,0.923263777298,-0.0128634,20,9.301145076751709,2.75112,-0.0166032,0.0234269,23.66115689277649,0.541847,0.960333,900.0,9.259848594665527,101.365674664,500.0,15.6601
805.0,0.91981967689,0.0162293,20,4.757065296173096,2.74468,0.00762515,0.0255074,28.444891691207886,0.174373,0.957294,1000.0,4.726951837539673,116.081867662,600.0,15.5597
885.0,0.938966490351,-0.00642639,20,4.724762916564941,2.7528,-0.00966607,0.00297656,33.178797006607056,0.0261384,0.961297,1000.0,4.699871778488159,72.6291952317,800.0,15.6865
880.0,0.943184786925,-0.0066341,20,4.62248158454895,2.74959,-0.0115544,0.0108866,37.80975008010864,0.0692383,0.960157,1000.0,4.594909429550171,67.8232998313,800.0,15.6362
