MeanKL,AverageReturn,MaxKL,LossAfter,Perplexity,StdReturn,MaxReturn,Time,TotalExecTime,ExplainedVariance,NumTrajs,ItrTime,Entropy,MinReturn,AveragePolicyStd,LossBefore
0.182318,260.0,6.43025,-0.0272723,13.0899,329.241552663,1800.0,4.674516439437866,4.588417053222656,0.113246328274,40,4.674522638320923,2.57184,0.0,0.876188,0.0109855
0.105904,982.5,1.07755,-0.0689304,13.2345,563.865010441,2500.0,10.014425277709961,5.28170108795166,0.294302503477,40,5.336100816726685,2.58282,0.0,0.880869,-0.0366263
0.193052,1810.0,9.28469,-0.0414046,12.9943,713.37227308,3400.0,16.093341827392578,6.044176816940308,0.508885766051,40,6.074437856674194,2.56451,500.0,0.87274,0.00597539
0.162581,1720.0,22.0697,-0.08463,13.0332,908.625335328,3600.0,20.42890214920044,4.305243492126465,0.386657424443,40,4.331372261047363,2.5675,200.0,0.874115,-0.0240038
0.177182,2055.0,75.9081,-0.0261868,12.8777,856.139591422,4800.0,25.370405197143555,4.872996091842651,0.424785392822,40,4.937448024749756,2.5555,500.0,0.868702,0.00492083
0.0692137,1912.5,4.2608,-0.0478252,12.9094,923.630743317,4600.0,30.549739122390747,5.121771335601807,0.420473801091,40,5.1739819049835205,2.55796,0.0,0.869942,-0.0227281
0.0490654,2407.5,1.29734,-0.0388049,12.7635,804.172711549,3800.0,36.551833629608154,5.942773342132568,0.512438133978,40,5.986353158950806,2.54659,100.0,0.86509,-0.0152913
