2017-07-22 18:57:14.198195 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Sampling set of tasks/goals for this meta-batch...
2017-07-22 18:57:14.200258 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | ** Step 0 **
2017-07-22 18:57:14.200404 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Obtaining samples...
2017-07-22 18:57:14.200531 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Obtaining samples for iteration 0...
2017-07-22 18:57:57.891373 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Processing samples...
2017-07-22 18:57:58.047239 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | fitting baseline...
2017-07-22 18:57:58.112731 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | fitted
2017-07-22 18:57:58.200251 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Logging diagnostics...
2017-07-22 18:57:58.202794 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Computing policy updates...
2017-07-22 18:58:09.585422 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | ** Step 1 **
2017-07-22 18:58:09.585606 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Obtaining samples...
2017-07-22 18:58:09.587218 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Obtaining samples for iteration 0...
2017-07-22 19:39:07.131160 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Sampling set of tasks/goals for this meta-batch...
2017-07-22 19:39:07.136135 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | ** Step 0 **
2017-07-22 19:39:07.136448 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Obtaining samples...
2017-07-22 19:39:07.136718 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Obtaining samples for iteration 0...
2017-07-22 19:39:13.373307 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Processing samples...
2017-07-22 19:39:13.608533 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | fitting baseline...
2017-07-22 19:39:13.649946 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | fitted
2017-07-22 19:39:13.761573 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Logging diagnostics...
2017-07-22 19:39:13.765575 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Computing policy updates...
2017-07-22 19:39:25.532087 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | ** Step 1 **
2017-07-22 19:39:25.532273 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Obtaining samples...
2017-07-22 19:39:25.532401 PDT | [trposens1_fbs20_mbs40_flr_0.5metalr_0.01_step11] itr #0 | Obtaining samples for iteration 0...
