1MinReturn,0MinReturn,MeanKL,0PolicyExecTime,0StdReturn,1Entropy,1NumTrajs,0AveragePolicyStd,0ExplainedVariance,dLoss,1EnvExecTime,0EnvExecTime,1MaxReturn,1PolicyExecTime,1AveragePolicyStd,0Entropy,ComputeUpdatedDistTime,LossBefore,LossAfter,0ProcessExecTime,0AverageReturn,Time,0MaxReturn,1ProcessExecTime,1AverageReturn,MeanKLBefore,1Perplexity,ItrTime,1ExplainedVariance,0Perplexity,1StdReturn,0NumTrajs
0.0,0.0,0.00685696862638,27.79985237121582,151.298739564,1.89104,1600,0.624077,0.135732653658,0.00457198987715,20.164666175842285,20.02490782737732,2900.0,37.30889010429382,0.622953,1.89473,0.0830528736114502,2.32830643654e-10,-0.00457198964432,0.8902971744537354,18.4375,5410.526350259781,1800.0,0.8625788688659668,594.25,0.0,6.62623,111.3799364566803,0.476590712528,6.65074,993.04050144,1600
0.0,0.0,0.0088441055268,26.05219078063965,151.833572025,1.88123,1600,0.619463,0.111434622259,0.00218735798262,20.63373565673828,19.882957220077515,2900.0,39.62212681770325,0.619831,1.88005,0.6306173801422119,1.16415321827e-09,-0.00218735681847,0.8833317756652832,19.4375,5525.741102933884,1900.0,0.8819606304168701,844.375,0.0,6.56159,112.7600839138031,0.463313075998,6.55386,1137.0766726,1600
0.0,0.0,0.00698471348733,27.126352548599243,152.772796478,1.8616,1600,0.614698,0.145179960493,0.00241751503199,20.380253553390503,20.206248998641968,2900.0,39.098504066467285,0.613788,1.86458,0.09945368766784668,-4.19095158577e-09,-0.00241751922294,0.9054481983184814,21.3125,5641.149126052856,1900.0,0.8669865131378174,792.125,0.0,6.43405,112.97971892356873,0.425469608866,6.4532,1116.80369106,1600
0.0,0.0,0.0066235489212,25.87691593170166,141.386535228,1.83573,1600,0.60582,0.106425725236,0.00277352752164,19.401386976242065,20.005128145217896,2900.0,35.39662957191467,0.605885,1.83553,0.10328412055969238,-2.32830643654e-09,-0.00277352984995,0.8935949802398682,16.3125,5750.2634744644165,1900.0,0.834824800491333,859.75,0.0,6.26969,106.62610721588135,0.387284601258,6.26844,1150.84422816,1600
0.0,0.0,0.00686130207032,22.115307807922363,151.456148253,1.81982,1600,0.599327,0.126029016303,0.00195561605506,19.23572301864624,19.172433614730835,3000.0,35.41214036941528,0.601095,1.81391,0.08962535858154297,-9.31322574615e-10,-0.00195561698638,0.8542251586914062,17.8125,5855.0720155239105,2000.0,0.8194658756256104,832.0625,1.49011505357e-08,6.17073,101.73208951950073,0.425972503719,6.13441,1148.58750041,1600
0.0,0.0,0.00956070329994,22.544378757476807,124.934420297,1.81444,1600,0.598672,0.098803156088,0.00274687155616,19.211355447769165,19.52308464050293,2900.0,33.69379186630249,0.599496,1.81167,0.10445523262023926,2.67755240202e-09,-0.0027468688786,0.8678603172302246,13.375,5959.927940607071,1900.0,0.80364990234375,856.5625,0.0,6.13762,102.21893334388733,0.416953685942,6.12065,1161.7366025,1600
0.0,0.0,0.00173127884045,21.909178018569946,141.778753146,1.79108,1600,0.593557,0.116938247908,0.000915574695682,19.530810356140137,19.287733554840088,2900.0,34.15117144584656,0.59256,1.79442,0.10657978057861328,8.73114913702e-11,-0.000915574608371,0.8409903049468994,19.8125,6063.321914196014,1900.0,0.8263368606567383,857.875,0.0,5.9959,100.61473965644836,0.402712284272,6.01599,1181.21779718,1600
0.0,0.0,0.00915808789432,21.92541742324829,160.49696989,1.7995,1600,0.593469,0.112829579879,0.0020312267734,19.280425310134888,19.461559295654297,3000.0,33.902933835983276,0.59504,1.79417,0.10380911827087402,1.06228981167e-09,-0.00203122571111,0.8539519309997559,24.6875,6166.559133768082,2000.0,0.821577787399292,856.5,0.0,6.0466,100.41513013839722,0.361211143718,6.01449,1169.04672704,1600
0.0,0.0,0.0,23.59150218963623,166.506568939,1.79657,1600,0.594231,0.100457426005,-2.32830643654e-10,19.619776964187622,19.39325261116028,2900.0,34.78092169761658,0.594155,1.7968,0.10369634628295898,-1.62981450558e-09,-1.39698386192e-09,0.8758792877197266,24.25,6272.759932279587,2100.0,0.8342080116271973,617.3125,0.0,6.0289,103.6157386302948,0.339324329598,6.03035,1026.09406359,1600
0.0,0.0,0.00714642740786,23.767926692962646,150.083713619,1.80047,1600,0.594231,0.0841877994153,0.00143037724774,19.027604818344116,19.25158166885376,2900.0,32.598254680633545,0.59533,1.7968,0.09471797943115234,-1.62981450558e-09,-0.00143037887756,0.8688645362854004,21.0625,6378.123886823654,1800.0,0.8197972774505615,560.125,0.0,6.0525,102.13192129135132,0.305770862851,6.03035,1014.8324908,1600
0.0,0.0,0.00972053594887,24.353339433670044,107.121134703,1.80743,1600,0.597694,0.0566073030117,0.00264873525884,19.255045652389526,19.91245436668396,3000.0,33.45632266998291,0.597376,1.80848,0.09502935409545898,-1.60071067512e-10,-0.00264873541892,0.879145622253418,12.75,6483.712851047516,1700.0,0.8224794864654541,684.125,0.0,6.09473,102.90845060348511,0.381320269053,6.10116,1048.03887541,1600
0.0,0.0,0.00639480678365,23.729515075683594,157.792387332,1.80816,1600,0.596745,0.103979988492,0.00170404567325,19.587440013885498,19.39394450187683,2900.0,33.79521560668945,0.597612,1.80528,0.4717826843261719,-7.1304384619e-10,-0.00170404638629,0.8600895404815674,21.25,6588.757751941681,2100.0,0.822974681854248,785.875,-1.49011505357e-08,6.09923,102.80178546905518,0.383170584087,6.08166,1142.57406078,1600
0.0,0.0,0.00650948379189,22.185845375061035,154.170715037,1.78606,1600,0.59237,0.0783626100118,0.00223168221419,19.37222933769226,19.181149005889893,3100.0,34.12758231163025,0.591041,1.79055,0.09781837463378906,3.05590219796e-09,-0.00223167915829,0.8523287773132324,25.375,6692.192150115967,1800.0,0.8259477615356445,817.75,0.0,5.96589,100.72354173660278,0.376818164583,5.99274,1133.65997438,1600
0.0,0.0,0.00731629086658,23.686975240707397,130.191625595,1.78108,1600,0.589706,0.0817714957336,0.00267377565615,19.210887908935547,19.217087507247925,2900.0,34.34530210494995,0.589594,1.78151,0.10718584060668945,-5.12227416039e-09,-0.00267378077842,0.8558886051177979,18.375,6797.816708564758,1700.0,0.815666913986206,847.0625,0.0,5.93628,102.26550245285034,0.380064635662,5.9388,1179.90100055,1600
0.0,0.0,0.00999682769179,23.932632446289062,163.068416911,1.74344,1600,0.579431,0.143422285768,0.00227079559409,19.375606536865234,19.339657068252563,2900.0,34.36181020736694,0.57857,1.74645,0.07901358604431152,-2.60479282588e-09,-0.00227079819888,0.8654603958129883,21.5625,6903.095155000687,2600.0,0.8243749141693115,820.875,0.0,5.717,102.7777590751648,0.446131048021,5.73419,1112.54853124,1600
0.0,0.0,0.00986508652568,23.97370219230652,180.10235805,1.75564,1600,0.579749,0.109982677264,0.00358015904203,19.289194583892822,19.33903408050537,2900.0,34.66627764701843,0.582108,1.74753,0.08951568603515625,-4.65661287308e-09,-0.00358016369864,0.8686401844024658,27.625,7009.18844127655,2200.0,0.8345785140991211,709.875,0.0,5.78714,103.0338191986084,0.345440324159,5.74038,1054.26632516,1600
0.0,0.0,0.00678209401667,24.97004246711731,186.524451732,1.74748,1600,0.577858,0.107913360251,0.0023783306824,19.342374324798584,19.77953863143921,3000.0,32.11439776420593,0.579738,1.74097,0.09575009346008301,-1.2805685401e-09,-0.00237833196297,0.9049293994903564,31.0625,7113.598815917969,1800.0,0.8334317207336426,862.8125,0.0,5.74013,102.1010205745697,0.368951801981,5.70289,1182.90356321,1600
