AveragePolicyStd,AverageReturn,NumTrajs,MaxReturn,Entropy,MinReturn,LossBefore,ExplainedVariance,LossAfter,Time,MeanKL,Perplexity,TotalExecTime,StdReturn,ItrTime,MaxKL
0.982009,245.0,40,1300.0,2.79458,0.0,-0.0177634,0.128312343743,-0.0901647,7.5617570877075195,0.442897,16.3558,7.467192888259888,275.635629047,7.561762571334839,28.793
0.973175,2162.5,40,3900.0,2.77682,700.0,-0.04266,0.481623827442,-0.0906569,14.836228847503662,0.135553,16.0678,7.173413515090942,718.570629792,7.2694408893585205,6.8319
0.962641,3322.5,40,4900.0,2.75549,1300.0,-0.0330552,0.666513697754,-0.0622509,22.86379885673523,0.0836398,15.7287,7.95390510559082,922.357712604,8.024503946304321,5.98034
0.954376,3007.5,40,6300.0,2.73896,1000.0,-0.0152863,0.607588325482,-0.061869,30.841943740844727,0.177697,15.4709,7.89109468460083,1339.8484056,7.965780973434448,17.9691
0.950591,3332.5,40,5500.0,2.73132,600.0,-0.0136437,0.601655863474,-0.0537509,37.11182737350464,0.144403,15.3531,6.216494083404541,1166.27344564,6.259157657623291,10.0138
0.947846,3627.5,40,5700.0,2.7245,1000.0,-0.0454771,0.66427469586,-0.109891,43.637893199920654,0.233667,15.2488,6.464504718780518,1049.04420784,6.521549701690674,16.6619
0.937104,3715.0,40,6500.0,2.70176,500.0,-0.045909,0.653774829865,-0.102996,50.22578835487366,0.208957,14.9059,6.460781097412109,1612.38177861,6.5761072635650635,8.35149
