AveragePolicyStd,ItrTime,StdReturn,Time,Entropy,MinReturn,MaxKL,LossBefore,TotalExecTime,MeanKL,MaxReturn,AverageReturn,Perplexity,ExplainedVariance,NumTrajs,LossAfter
1.00066,9.086132287979126,263.438797446,9.086127042770386,2.8392,0.0,21300.0,0.00928571,8.979947566986084,182.638,800.0,140.0,17.1021,0.351324269558,20,39.2115
1.00533,8.769857406616211,220.0,17.861302614212036,2.84849,0.0,0.0177839,-0.00669083,8.719574928283691,0.00080389,1000.0,60.0,17.2616,0.260703540874,20,-0.00806619
1.00364,8.84728455543518,443.705983732,26.71403932571411,2.84514,0.0,4.13307,0.00645853,8.810992002487183,0.0176491,2000.0,125.0,17.204,0.139425073905,20,-0.00277814
1.00526,8.997447490692139,255.734237051,35.718467712402344,2.84837,0.0,4.40039,0.020278,8.942280054092407,0.0444456,800.0,140.0,17.2596,0.196843810052,20,0.0158307
1.01037,9.0569007396698,162.095650774,44.78559851646423,2.85851,0.0,278.521,-0.0133274,9.01347017288208,3.2225,600.0,65.0,17.4355,0.186360318874,20,-0.324304
1.00702,8.925230503082275,366.606055596,53.72613549232483,2.85185,0.0,156.462,-0.00995951,8.875009775161743,1.19626,1300.0,160.0,17.3197,0.176241346519,20,0.199795
1.00458,8.725542545318604,762.80731512,62.46261191368103,2.84687,0.0,0.00184368,0.0257592,8.668405294418335,0.000498404,3500.0,175.0,17.2337,0.464788657526,20,0.0243226
