Entropy,LossBefore,AverageReturn,LossAfter,Time,MaxKL,MinReturn,ItrTime,AveragePolicyStd,Perplexity,MaxReturn,TotalExecTime,NumTrajs,ExplainedVariance,StdReturn,MeanKL
2.56857,-0.0172722,205.0,-0.0525693,7.311628103256226,0.937632,0.0,7.311633110046387,0.87453,13.0471,1000.0,7.24322247505188,20,0.256111360454,308.99029111,0.175278
2.5513,-0.00720609,1380.0,-0.0177898,14.598545551300049,0.226158,1300.0,7.279867649078369,0.867216,12.8237,1500.0,7.196674108505249,20,0.95897743689,67.8232998313,0.0160157
2.54769,0.00232286,1430.0,-0.00665301,21.86705207824707,0.144929,1300.0,7.26508355140686,0.865507,12.7776,1700.0,7.224999189376831,20,0.951079229001,95.3939201417,0.0188053
2.54886,-0.000915717,1515.0,-0.00391227,29.026681184768677,0.019437,1400.0,7.155284881591797,0.865765,12.7925,2100.0,7.111551284790039,20,0.946988115487,145.859521458,0.00390278
2.5484,0.0126948,1565.0,0.00621092,36.35190415382385,0.0773948,1400.0,7.319612503051758,0.865561,12.7866,2100.0,7.282601594924927,20,0.932125942088,198.179211826,0.0110997
2.55474,-0.00231646,1650.0,-0.0108754,43.533735275268555,0.0826282,1400.0,7.1758363246917725,0.868314,12.868,2100.0,7.142668008804321,20,0.92746076557,208.566536146,0.0101281
2.55359,0.00367947,1580.0,-0.00987883,50.82244920730591,0.287726,0.0,7.276077032089233,0.867941,12.8531,2100.0,7.2186338901519775,20,0.887207203683,388.072158239,0.0167702
