NumTrajs,Time,StdReturn,AverageReturn,MaxReturn,TotalExecTime,ExplainedVariance,MaxKL,MeanKL,ItrTime,LossAfter,MinReturn,Entropy,AveragePolicyStd,LossBefore,Perplexity
40,6.671956777572632,396.539720583,497.5,1700.0,6.590201139450073,0.170057157962,31.4105,0.70744,6.671964406967163,-0.0716191,0.0,2.79034,0.980344,0.0262335,16.2865
