AverageReturn,AveragePolicyStd,MinReturn,MaxKL,Time,StdReturn,LossBefore,LossAfter,Entropy,Perplexity,ItrTime,NumTrajs,MaxReturn,MeanKL,TotalExecTime,ExplainedVariance
0.0,1.00326,0.0,0.0,11.042371988296509,0.0,-0.0,-0.0,2.84233,17.1557,11.042375564575195,20,0.0,0.0,10.929173946380615,1
0.0,1.00326,0.0,0.0,21.666405200958252,0.0,-0.0,-0.0,2.84233,17.1557,10.620506525039673,20,0.0,0.0,10.540948629379272,1
0.0,1.00326,0.0,0.0,32.541611433029175,0.0,-0.0,-0.0,2.84233,17.1557,10.8697669506073,20,0.0,0.0,10.777499437332153,1
0.0,1.00326,0.0,0.0,43.14552927017212,0.0,-0.0,-0.0,2.84233,17.1557,10.60024094581604,20,0.0,0.0,10.549399614334106,1
0.0,1.00326,0.0,0.0,53.808079957962036,0.0,-0.0,-0.0,2.84233,17.1557,10.655016899108887,20,0.0,0.0,10.550374269485474,1
0.0,1.00326,0.0,0.0,64.34216976165771,0.0,-0.0,-0.0,2.84233,17.1557,10.528041362762451,20,0.0,0.0,10.46476149559021,1
0.0,1.00326,0.0,0.0,75.1177442073822,0.0,-0.0,-0.0,2.84233,17.1557,10.768078565597534,20,0.0,0.0,10.715319633483887,1
