AveragePolicyStd,LossAfter,ExplainedVariance,MaxKL,MaxReturn,AverageReturn,TotalExecTime,Time,MeanKL,LossBefore,StdReturn,MinReturn,Entropy,Perplexity,NumTrajs,ItrTime
1.0,7.03481,0.139953366353,2975.86,100.0,5.0,13.800196409225464,14.03335189819336,49.2715,0.0128419,21.7944947177,0.0,2.83788,17.0795,20,14.033354997634888
1.00645,-0.304748,0.109423925632,364.539,300.0,15.0,13.289295673370361,27.50328254699707,3.47969,0.00593914,65.3834841531,0.0,2.85072,17.3002,20,13.464245319366455
1.00797,-0.0,1,0.0,0.0,0.0,13.284997940063477,40.90143275260925,0.0,-0.0,0.0,0.0,2.85369,17.3517,20,13.37523102760315
1.00797,-0.0,1,0.0,0.0,0.0,17.18587327003479,58.269737005233765,0.0,-0.0,0.0,0.0,2.85369,17.3517,20,17.34034299850464
1.00797,-0.0,1,0.0,0.0,0.0,17.29176092147827,75.83748435974121,0.0,-0.0,0.0,0.0,2.85369,17.3517,20,17.54461431503296
1.00797,0.516211,0.126663212904,301.513,300.0,20.0,16.691357374191284,92.77425527572632,2.70117,-0.0127521,67.8232998313,0.0,2.85369,17.3517,20,16.90647578239441
1.00478,-0.0,1,0.0,0.0,0.0,15.440762996673584,108.35002207756042,0.0,-0.0,0.0,0.0,2.84731,17.2414,20,15.558840990066528
