0ProcessExecTime,MeanKLBefore,1StdReturn,0Perplexity,1AveragePolicyStd,Time,0PolicyExecTime,0MaxReturn,1Entropy,ItrTime,1ExplainedVariance,1Perplexity,0ExplainedVariance,0EnvExecTime,1ProcessExecTime,dLoss,LossAfter,0AveragePolicyStd,1NumTrajs,0MinReturn,0StdReturn,1PolicyExecTime,0Entropy,ComputeUpdatedDistTime,LossBefore,1MaxReturn,1AverageReturn,MeanKL,1EnvExecTime,0NumTrajs,1MinReturn,0AverageReturn
0.13982295989990234,-6.69388044994e-10,55.3036716118,17.0795,1.00077,20.793190240859985,1.3971364498138428,200.0,2.8394,20.79319429397583,0.117995355982,17.1055,0.0500205695198,3.4965403079986572,0.12191128730773926,0.00279572879663,-0.00279572838917,1.0,320,0.0,12.464794172,3.9918062686920166,2.83788,3.5123324394226074,4.07453626394e-10,800.0,5.9375,0.00917350035161,3.313803195953369,320,0.0,0.9375
0.14921188354492188,1.01863406599e-09,72.755476598,17.1369,1.00526,35.271220207214355,1.3945462703704834,800.0,2.84815,14.02698278427124,0.0390225641945,17.2559,0.0605215965498,3.5573372840881348,0.10758852958679199,0.00193746830337,-0.00193746900186,1.00169,320,0.0,59.2391538068,3.8319694995880127,2.84123,0.23922300338745117,-6.98491930962e-10,1300.0,4.375,0.00675589870661,3.060357093811035,320,0.0,4.6875
0.13277745246887207,5.82076609135e-10,207.495999585,17.2717,1.00552,49.10764122009277,1.062147617340088,1100.0,2.84872,13.37233567237854,0.217935046496,17.2656,0.101952557504,3.3239572048187256,0.10346674919128418,0.00663520628586,-0.00663520488888,1.00562,320,0.0,109.668801825,3.761533498764038,2.84907,0.23716020584106445,1.39698386192e-09,1700.0,47.1875,0.00600435119122,3.02380633354187,320,0.0,15.9375
0.13589882850646973,-1.45519207795e-10,304.456482933,17.454,1.01041,64.327721118927,1.0779073238372803,1900.0,2.85841,14.407947540283203,0.219496782752,17.4337,0.098774319087,3.5706980228424072,0.11662101745605469,0.00778568768874,-0.00778568629175,1.01091,320,0.0,184.240151959,4.348315715789795,2.85957,0.3464670181274414,1.39698386192e-09,1800.0,107.5,0.00956109073013,3.2251298427581787,320,0.0,36.5625
0.144667387008667,7.91624188423e-09,460.699196874,17.2694,1.00327,79.0241870880127,1.1436824798583984,1900.0,2.84406,14.172585725784302,0.339679804112,17.1855,0.0987635553478,3.76522159576416,0.11173582077026367,0.00718850323756,-0.00718850037083,1.0056,320,0.0,160.164710142,4.061723947525024,2.84893,0.25158143043518066,2.86672729999e-09,2300.0,202.5,0.00610556220636,3.2133312225341797,320,0.0,23.125
0.12993383407592773,-7.56699758409e-10,486.722135823,17.3212,1.00878,93.53330874443054,1.0883641242980957,1400.0,2.85493,13.94725489616394,0.257736269662,17.3732,0.0543277964833,3.3005380630493164,0.11306238174438477,0.00551055354299,-0.00551055558026,1.00715,320,0.0,166.508258053,4.026000261306763,2.85193,0.2606673240661621,-2.03726813197e-09,2400.0,181.25,0.00677709188312,3.2050206661224365,320,0.0,30.0
0.1253042221069336,4.19095158577e-09,497.253295458,17.2584,1.00277,107.57195138931274,1.1157326698303223,2200.0,2.84305,13.528052806854248,0.288932306903,17.168,0.0506604343337,3.292022943496704,0.10693025588989258,0.00412317668088,-0.00412317737937,1.00534,320,0.0,183.98369493,3.9459774494171143,2.8483,0.23682332038879395,-6.98491930962e-10,2300.0,177.1875,0.00696224020794,3.136929988861084,320,0.0,30.0
0.139970064163208,4.65661342819e-10,771.166869,16.6546,0.987587,121.52544355392456,1.125887393951416,1400.0,2.81224,13.428433656692505,0.410365938428,16.6471,0.0382809361834,3.3276891708374023,0.11078596115112305,0.00896583733265,-0.00896583683789,0.987764,320,0.0,134.329570809,3.8866279125213623,2.81269,0.2646522521972656,4.94765117764e-10,2800.0,342.8125,0.00921288132668,3.1675171852111816,320,0.0,23.4375
0.14352631568908691,-6.40284325559e-10,988.969189911,16.2862,0.978926,136.30566143989563,1.1101410388946533,1400.0,2.79374,14.308643102645874,0.525768787956,16.342,0.0730182541893,3.230045795440674,0.11620759963989258,0.00969376712601,-0.00969376415014,0.977146,320,0.0,199.671605392,4.334575414657593,2.79032,0.6894674301147461,2.9758666642e-09,2800.0,651.5625,0.00655504129827,3.148416519165039,320,0.0,47.5
0.14330387115478516,-3.49245943276e-09,924.511642622,15.9086,0.963596,151.16377568244934,1.1948153972625732,1600.0,2.7624,14.286311626434326,0.480174552343,15.8378,0.0891416033576,3.535165309906006,0.11301064491271973,0.00821695616469,-0.0082169547677,0.965623,320,0.0,209.604351994,4.236111879348755,2.76686,0.23952698707580566,1.39698386192e-09,2800.0,564.6875,0.00697058066726,3.340564489364624,320,0.0,48.125
0.13170862197875977,5.82076664646e-10,1024.55969011,15.7654,0.960583,166.1987361907959,1.1141245365142822,1900.0,2.75603,14.543257236480713,0.469193293226,15.7372,0.111892550847,3.3216609954833984,0.11518168449401855,0.0104665458202,-0.0104665420949,0.961259,320,0.0,267.020415594,4.454442977905273,2.75782,0.2443699836730957,3.72529029846e-09,2800.0,771.5625,0.00745632033795,3.3636701107025146,320,0.0,69.6875
0.12736821174621582,-2.56113708019e-09,1021.16847709,15.424,0.946303,181.48983120918274,1.0570898056030273,1800.0,2.72592,14.797074794769287,0.523395769831,15.2705,0.0751864371722,3.463390827178955,0.12434601783752441,0.0109829257708,-0.010982926935,0.950945,320,0.0,203.475418893,4.633276462554932,2.73593,0.2399744987487793,-1.16415321827e-09,2800.0,768.4375,0.00934917200357,3.608093738555908,320,0.0,44.0625
