StdReturn,ExplainedVariance,AveragePolicyStd,MeanKL,AverageReturn,NumTrajs,Perplexity,Entropy,ItrTime,TotalExecTime,LossAfter,MinReturn,MaxKL,MaxReturn,Time,LossBefore
121.963109177,0.270813754154,0.930467,0.217102,75.0,20,14.777,2.69307,11.805666208267212,11.711481809616089,-0.0398139,0.0,1.67439,300.0,11.805661678314209,0.00550095
400.593309979,0.362879477885,0.932949,0.0134576,505.0,20,14.8585,2.69857,11.050896883010864,10.854525804519653,-0.00104981,200.0,0.205476,2100.0,22.86270570755005,0.00599498
318.237332819,0.526991849661,0.934535,0.0404557,515.0,20,14.9031,2.70157,10.840888261795044,10.773855686187744,-0.00989013,200.0,0.469247,1600.0,33.7062668800354,0.00278195
1881.29609578,0.159434814053,0.935251,0.149778,3015.0,20,14.9239,2.70296,10.85614824295044,10.799927234649658,-0.0189438,1000.0,0.708776,6600.0,44.57156562805176,0.0231717
2480.09576428,0.809052137722,0.940936,0.145625,18775.0,20,15.0978,2.71455,10.69558310508728,10.622171640396118,-0.0606256,11200.0,0.644128,22800.0,55.27381896972656,-0.0117581
3967.14948042,0.563433270391,0.938181,0.264096,14285.0,20,15.0093,2.70867,10.61031436920166,10.507431268692017,-0.104535,4100.0,0.931169,20100.0,65.89537119865417,-0.0253329
2848.78921649,0.747058210757,0.932153,0.226868,17320.0,20,14.8204,2.696,10.491721153259277,10.434595823287964,-0.0664719,9200.0,0.890041,21400.0,76.3906626701355,-0.00106638
