AveragePolicyStd,MaxReturn,MaxKL,Time,LossBefore,StdReturn,ItrTime,ExplainedVariance,Perplexity,TotalExecTime,AverageReturn,LossAfter,MeanKL,NumTrajs,MinReturn,Entropy
1.12957,700.0,6.56872,25.32270622253418,0.00431522,196.468827044,25.32271122932434,0.365422952854,21.7921,25.227983236312866,80.0,-0.00422592,0.0223391,20,0.0,3.08155
1.13201,1000.0,0.608847,49.51429271697998,-0.00372113,313.84709653,24.182743549346924,0.361607544998,21.8864,24.075647115707397,150.0,-0.00835673,0.00963254,20,0.0,3.08586
1.13096,1100.0,1.18345,77.0662636756897,0.00351165,258.069758011,27.546977043151855,0.232594295854,21.8457,27.408993005752563,80.0,0.000295676,0.00530557,20,0.0,3.084
1.13195,1200.0,0.126866,99.69372415542603,0.015183,338.932146602,22.611982107162476,0.321679121498,21.8841,22.510249376296997,175.0,0.0131089,0.00309827,20,0.0,3.08576
1.13626,1500.0,0.680254,123.0494704246521,0.0090313,382.230297072,23.34703254699707,0.406563931304,22.0508,23.22206449508667,230.0,0.00413064,0.00740806,20,0.0,3.09335
1.13883,1500.0,0.138922,148.27672457695007,-0.00178193,326.496554346,25.214808702468872,0.290647033719,22.1506,25.143524885177612,80.0,-0.0058495,0.00301839,20,0.0,3.09787
1.13834,600.0,1.6034,172.9937925338745,0.00472444,162.095650774,24.710426092147827,0.215598129983,22.1309,24.493431091308594,65.0,0.00141966,0.00390112,20,0.0,3.09697
