Entropy,MaxKL,Time,MeanKL,StdReturn,LossBefore,AveragePolicyStd,Perplexity,MaxReturn,MinReturn,TotalExecTime,LossAfter,ItrTime,AverageReturn,ExplainedVariance,NumTrajs
2.83788,0.0,13.324751615524292,0.0,0.0,-0.0,1.0,17.0795,0.0,0.0,13.109278440475464,-0.0,13.324756383895874,0.0,1,20
2.83788,0.0,29.04630470275879,0.0,0.0,-0.0,1.0,17.0795,0.0,0.0,15.446412801742554,-0.0,15.706741094589233,0.0,1,20
2.83788,0.0,45.42182374000549,0.0,0.0,-0.0,1.0,17.0795,0.0,0.0,16.252225399017334,-0.0,16.359357357025146,0.0,1,20
2.83788,60.0914,61.662254095077515,0.585233,130.766968306,-0.016081,1.0,17.0795,600.0,0.0,16.037326335906982,0.0468431,16.174434900283813,30.0,0.154231712737,20
2.82984,3022.58,77.5824670791626,73.9646,65.3834841531,0.00490824,0.99599,16.9427,300.0,0.0,15.731407642364502,8.73818,15.882603168487549,15.0,0.184226136742,20
2.83229,848.631,94.5751268863678,7.16846,110.0,0.0148858,0.997216,16.9843,500.0,0.0,16.780978441238403,0.924773,16.971264123916626,30.0,0.131558565361,20
2.83973,0.0,111.27075099945068,0.0,0.0,-0.0,1.00094,17.1112,0.0,0.0,16.537826776504517,-0.0,16.666571140289307,0.0,1,20
