AverageReturn,Perplexity,MinReturn,Time,TotalExecTime,MaxKL,ItrTime,MaxReturn,StdReturn,MeanKL,LossBefore,ExplainedVariance,Entropy,AveragePolicyStd,NumTrajs,LossAfter
0.0,12.9461,0.0,22.7186861038208,22.625386953353882,0.0,22.718693494796753,0.0,0.0,0.0,-0.0,1,2.5608,0.870797,20,-0.0
0.0,12.9461,0.0,46.35462188720703,23.481325387954712,0.0,23.629859685897827,0.0,0.0,0.0,-0.0,1,2.5608,0.870797,20,-0.0
0.0,12.9461,0.0,70.77721071243286,24.28080654144287,0.0,24.41884469985962,0.0,0.0,0.0,-0.0,1,2.5608,0.870797,20,-0.0
0.0,12.9461,0.0,95.14095616340637,24.212160110473633,0.0,24.349693775177002,0.0,0.0,0.0,-0.0,1,2.5608,0.870797,20,-0.0
0.0,12.9461,0.0,119.99083161354065,24.596816539764404,0.0,24.843671083450317,0.0,0.0,0.0,-0.0,1,2.5608,0.870797,20,-0.0
0.0,12.9461,0.0,143.80028414726257,23.75871443748474,0.0,23.798765659332275,0.0,0.0,0.0,-0.0,1,2.5608,0.870797,20,-0.0
0.0,12.9461,0.0,167.07838129997253,23.21951985359192,0.0,23.267521142959595,0.0,0.0,0.0,-0.0,1,2.5608,0.870797,20,-0.0
