AveragePolicyStd,LossBefore,AverageReturn,NumTrajs,MeanKL,MinReturn,Time,Entropy,ExplainedVariance,Perplexity,MaxReturn,TotalExecTime,LossAfter,StdReturn,ItrTime,MaxKL
0.805297,-0.00292395,2280.0,40,0.539365,0.0,5.005456924438477,2.40341,0.418243697638,11.0609,5900.0,4.9407384395599365,-0.0858732,1135.82569085,5.0054614543914795,19.0607
0.804134,0.0175556,2027.5,40,0.0925505,0.0,9.939218759536743,2.40049,0.558134996036,11.0286,8100.0,4.852759838104248,-0.0135881,3082.1248758,4.929517507553101,0.606726
0.807623,0.0201485,2922.5,40,0.00592139,0.0,15.217612028121948,2.40927,0.602412596621,11.1258,7800.0,5.221255779266357,0.0114701,3266.99307468,5.268847227096558,0.261118
0.811628,0.0262709,2410.0,40,0.0401091,0.0,20.35704493522644,2.41934,0.554986866996,11.2384,7600.0,5.097984790802002,0.00299086,3048.8358434,5.135271787643433,0.986496
0.817037,-0.00935872,3687.5,40,0.0524321,0.0,25.46264910697937,2.43248,0.598979210072,11.387,7800.0,5.052351236343384,-0.0307847,3194.85426115,5.100415229797363,0.226553
0.815042,-0.0519997,5055.0,40,0.0386564,0.0,30.435125589370728,2.4278,0.67861486545,11.3339,8100.0,4.898564577102661,-0.0711019,1987.70596417,4.968128681182861,1.72567
0.804569,-0.0535615,4937.5,40,0.127424,1600.0,34.8533890247345,2.4018,0.801817078702,11.043,6400.0,4.363299608230591,-0.10069,894.339840329,4.412823438644409,4.30851
