StdReturn,MaxReturn,NumTrajs,MaxKL,AveragePolicyStd,MeanKL,LossBefore,ItrTime,TotalExecTime,AverageReturn,Entropy,LossAfter,Perplexity,Time,MinReturn,ExplainedVariance
135.185058346,400.0,20,0.246673,0.828509,0.0504417,-0.00861406,8.010706901550293,7.94433331489563,265.0,2.46033,-0.0177238,11.7087,8.010699987411499,0.0,0.710452222508
555.765238208,2800.0,20,0.00968917,0.824699,0.00295783,0.0124669,7.946387052536011,7.886642932891846,425.0,2.45172,0.0101729,11.6082,15.961225271224976,0.0,0.240587573529
829.156197589,2900.0,20,0.027182,0.827288,0.00487578,-0.0114949,7.87613582611084,7.821357011795044,750.0,2.45795,-0.0155454,11.6808,23.84100365638733,0.0,0.256073598178
391.152144312,2100.0,20,0.0259972,0.824984,0.00526407,-0.0113193,8.01469349861145,7.948558330535889,500.0,2.4522,-0.0143972,11.6139,31.860005378723145,300.0,0.453835418307
788.970848638,2700.0,20,0.0074936,0.822586,0.00284736,-0.0210791,7.553610324859619,7.516809463500977,905.0,2.44654,-0.0240369,11.5483,39.42438888549805,300.0,0.343662578458
1144.7707194,4900.0,20,0.0239099,0.81822,0.00796162,-0.00835309,7.9106223583221436,7.8615639209747314,850.0,2.436,-0.0134957,11.4273,47.3491415977478,0.0,0.205757028054
1560.28843487,6200.0,20,0.0148511,0.816527,0.00606322,0.0240601,7.866599082946777,7.833414077758789,2450.0,2.43183,0.0206257,11.3796,55.221012115478516,0.0,0.21261308802
