Entropy,Perplexity,LossBefore,AveragePolicyStd,MeanKL,MaxReturn,AverageReturn,MinReturn,ExplainedVariance,LossAfter,MaxKL,Time,TotalExecTime,ItrTime,StdReturn,NumTrajs
2.849,17.2706,-0.00103934,1.00568,0.00309847,1400.0,130.0,0.0,0.18395830609,-0.00462558,0.0266263,18.48581576347351,18.159302711486816,18.485822916030884,391.27995093,20
2.84796,17.2526,-0.0108285,1.00513,0.455491,1500.0,75.0,0.0,0.184194551119,0.138852,73.3156,35.39415621757507,16.65159249305725,16.894107341766357,326.917420766,20
2.84255,17.1594,-0.0,1.00246,0.0,0.0,0.0,0.0,1,-0.0,0.0,51.36438322067261,15.72067403793335,15.958291292190552,0.0,20
2.84255,17.1594,0.0154503,1.00246,1.26283,900.0,120.0,0.0,0.145320687283,0.0592908,76.6473,67.93089842796326,16.30960965156555,16.562764167785645,276.767050062,20
2.85027,17.2925,0.0110285,1.00639,12.6454,600.0,45.0,0.0,0.0840577492497,-0.963162,784.315,85.66163635253906,17.624492168426514,17.70176911354065,143.090880213,20
2.85579,17.3881,-0.00660372,1.00923,0.350046,2900.0,255.0,0.0,0.170151581864,-0.174645,76.458,103.79757142066956,17.965521574020386,18.11549973487854,724.896544343,20
2.85249,17.3308,0.00386161,1.00755,0.000957115,1200.0,95.0,0.0,0.0836924588953,0.00255696,0.220743,120.71396231651306,16.752474308013916,16.875006437301636,274.727137356,20
