MinReturn,LossBefore,MaxReturn,Time,ExplainedVariance,TotalExecTime,MeanKL,LossAfter,Entropy,AverageReturn,StdReturn,NumTrajs,AveragePolicyStd,ItrTime,Perplexity,MaxKL
1800.0,-0.00163636,6900.0,5.600047826766968,0.551264388712,5.5290350914001465,0.755582,-0.0968709,2.72206,4160.0,1425.62267098,20,0.947542,5.60005259513855,15.2117,3.38251
21300.0,0.00268957,23600.0,11.146331787109375,0.988659381231,5.46278715133667,0.00691101,-0.00270201,2.72042,22720.0,587.026404858,20,0.94606,5.543329477310181,15.1868,0.0614422
22200.0,-0.00464982,23500.0,16.95706558227539,0.993587948277,5.770639896392822,0.0255524,-0.0148369,2.72177,22960.0,333.766385366,20,0.946576,5.804829359054565,15.2072,0.0856285
22400.0,-0.0315085,23600.0,22.138700485229492,0.993943572127,5.150733470916748,0.00473048,-0.035183,2.71944,23080.0,309.192496675,20,0.945332,5.176576614379883,15.1719,0.0842878
21300.0,0.000286946,23600.0,27.30957531929016,0.989775340916,5.131300926208496,0.0400652,-0.010817,2.70369,23130.0,484.871116896,20,0.937905,5.1653547286987305,14.9348,0.106053
22600.0,-0.0276871,23900.0,32.36773872375488,0.996030305687,5.025399684906006,0.0129778,-0.0388591,2.70383,23205.0,285.438259524,20,0.937757,5.0531675815582275,14.9369,0.147013
21700.0,-0.0158375,23600.0,37.94816970825195,0.993959621994,5.52984619140625,0.0105881,-0.0245651,2.68999,23280.0,398.246155035,20,0.931271,5.575284957885742,14.7315,0.107779
