Perplexity,MaxReturn,TotalExecTime,MinReturn,AverageReturn,LossAfter,Time,ItrTime,Entropy,MeanKL,StdReturn,AveragePolicyStd,NumTrajs,ExplainedVariance,MaxKL,LossBefore
17.0561,800.0,17.422533750534058,0.0,45.0,-0.115569,17.698894023895264,17.698896646499634,2.83651,0.743713,174.570902501,0.999438,20,0.141422462317,65.9615,0.00290886
17.1058,100.0,16.141141891479492,0.0,5.0,0.0213307,34.10544013977051,16.397690057754517,2.83942,0.366433,21.7944947177,1.00083,20,0.17629849174,42.9613,-0.000276215
17.1035,0.0,17.398104667663574,0.0,0.0,-0.0,51.74449110031128,17.630206823349,2.83928,0.0,0.0,1.00075,20,1,0.0,-0.0
17.1035,300.0,16.248125553131104,0.0,25.0,0.0222253,68.15257978439331,16.391114234924316,2.83928,0.000305257,76.6485485838,1.00075,20,0.154244837207,0.00450783,0.0234764
17.3054,100.0,17.145317554473877,0.0,10.0,1.0229,85.53005290031433,17.364025831222534,2.85102,13.9275,30.0,1.00664,20,0.0667031622239,1489.61,0.00300837
17.3315,0.0,15.15659475326538,0.0,0.0,-0.0,100.93523168563843,15.335039138793945,2.85252,0.0,0.0,1.00736,20,1,0.0,-0.0
17.3315,500.0,16.08215022087097,0.0,25.0,-0.0113151,117.22056913375854,16.245556592941284,2.85252,0.00127249,108.972473589,1.00736,20,0.17827272315,0.203381,-0.00939001
