Perplexity,MaxKL,Entropy,Time,TotalExecTime,MaxReturn,LossAfter,AveragePolicyStd,ItrTime,ExplainedVariance,AverageReturn,StdReturn,MeanKL,NumTrajs,LossBefore,MinReturn
17.0561,0.388694,2.83651,14.760277032852173,14.45395541191101,900.0,-0.00869379,0.999438,14.760282278060913,0.0711682837997,45.0,196.150452459,0.00434268,20,-0.00769485,0.0
16.9254,20.167,2.82882,31.123542308807373,16.15204620361328,400.0,0.00880342,0.995609,16.34520411491394,0.105974389943,40.0,106.77078252,0.183179,20,0.00233525,0.0
16.9452,0.0,2.82998,47.662534952163696,16.355973482131958,0.0,-0.0,0.996105,16.514711380004883,1,0.0,0.0,0.0,20,-0.0,0.0
16.9452,0.353817,2.82998,64.83445692062378,17.049609899520874,1100.0,0.00738952,0.996105,17.154537200927734,0.121025133114,55.0,239.739441895,0.00202221,20,0.00983472,0.0
17.0287,0.0,2.8349,81.97888231277466,17.001328706741333,0.0,-0.0,0.998546,17.101361751556396,1,0.0,0.0,0.0,20,-0.0,0.0
17.0287,0.0490112,2.8349,98.82375407218933,16.61351227760315,3100.0,-0.0276268,0.998546,16.80257797241211,0.104495758831,160.0,674.833312752,0.000865636,20,-0.0257896,0.0
16.8105,0.0018989,2.82201,115.2522382736206,16.278594970703125,500.0,-0.0105711,0.992103,16.41239094734192,0.095396296681,25.0,108.972473589,0.00027892,20,-0.00961924,0.0
