AverageReturn,ExplainedVariance,ItrTime,Entropy,MeanKL,AveragePolicyStd,TotalExecTime,LossBefore,LossAfter,NumTrajs,Perplexity,MaxKL,MaxReturn,MinReturn,StdReturn,Time
295.0,0.744358185038,8.674803018569946,2.45436,0.0601093,0.827472,8.60048794746399,0.00776949,-0.00227178,20,11.639,0.460491,700.0,0.0,135.922772191,8.674795627593994
280.0,0.399105254767,8.086878299713135,2.46213,0.0330392,0.830887,8.001004219055176,-0.00102788,-0.0133523,20,11.7298,0.196557,700.0,0.0,198.997487421,16.765430688858032
465.0,0.606410814558,8.15757703781128,2.46162,0.00968442,0.83076,8.126963138580322,0.00255923,-0.00325622,20,11.7237,0.0444732,1300.0,300.0,257.439313237,24.926976680755615
865.0,0.221311966414,8.459900379180908,2.4629,0.0304492,0.831379,8.429689884185791,0.0280271,0.0149943,20,11.7388,0.104956,2400.0,300.0,605.206576303,33.39288020133972
5965.0,0.274042349071,8.456615209579468,2.47691,0.086354,0.837278,8.42385482788086,-0.0102534,-0.0391252,20,11.9044,0.201713,11000.0,3000.0,2015.01240691,41.85312628746033
26580.0,0.72425671197,8.234793424606323,2.47178,0.126849,0.835295,8.179812908172607,-0.0120442,-0.0430815,20,11.8435,0.288676,32800.0,19800.0,3082.62874833,50.09562563896179
34780.0,0.854715692815,8.46724247932434,2.46576,0.0293366,0.832875,8.432146787643433,-0.00827214,-0.0175459,20,11.7724,0.0856606,39700.0,29000.0,3035.06177861,58.57171130180359
