MaxReturn,StdReturn,AverageReturn,Perplexity,MeanKL,LossAfter,Entropy,Time,NumTrajs,MinReturn,AveragePolicyStd,TotalExecTime,MaxKL,ExplainedVariance,ItrTime,LossBefore
400.0,87.1779788708,20.0,17.0561,0.00508851,-0.00737256,2.83651,16.519428968429565,20,0.0,0.999438,16.281863927841187,0.426876,0.0728382295223,16.51943302154541,-0.00593403
400.0,106.77078252,40.0,16.9552,0.0070767,0.0195271,2.83058,32.50133943557739,20,0.0,0.99648,15.808716058731079,1.17376,0.0819819593991,15.977506160736084,0.0207238
0.0,0.0,0.0,17.1318,0.0,-0.0,2.84094,48.8517963886261,20,0.0,1.00163,16.276082038879395,0.0,1,16.339532613754272,-0.0
200.0,47.6969600708,15.0,17.1318,0.0756084,-0.0339517,2.84094,64.65690684318542,20,0.0,1.00163,15.72117304801941,9.74077,0.0938615378729,15.7839937210083,-0.0194633
900.0,198.683164863,55.0,16.9659,3.27654,0.0252873,2.83121,81.55861806869507,20,0.0,0.996852,16.764806032180786,178.824,0.18800287659,16.88400363922119,-0.0078376
1500.0,326.917420766,75.0,16.8996,0.00273794,-0.0301241,2.82729,98.31071853637695,20,0.0,0.994991,16.52552890777588,0.202458,0.100171177288,16.68959903717041,-0.0270975
1100.0,246.779253585,90.0,16.6721,0.000888468,0.0147844,2.81374,116.2097110748291,20,0.0,0.988192,17.66924810409546,0.10682,0.177856870726,17.874341011047363,0.0164139
