AveragePolicyStd,Time,ExplainedVariance,ItrTime,LossBefore,Entropy,AverageReturn,LossAfter,TotalExecTime,MaxKL,Perplexity,MaxReturn,MinReturn,NumTrajs,MeanKL,StdReturn
0.95435,5.9871039390563965,0.0154915997914,5.987108469009399,0.0422691,2.74043,20.0,0.0320329,5.910512208938599,0.198351,15.4937,400.0,0.0,20,0.0571953,87.1779788708
0.974946,11.78805160522461,0.0441017859965,5.796643495559692,0.00939103,2.7827,405.0,-0.00961703,5.736489772796631,0.16261,16.1626,1800.0,0.0,20,0.062606,527.707305237
0.977267,17.31808567047119,0.137610261756,5.525536060333252,-0.00195725,2.7874,2685.0,-0.0343383,5.497355937957764,0.409395,16.2387,7800.0,200.0,20,0.0883676,1984.25678782
0.976756,23.083455562591553,0.585274856108,5.753604888916016,-0.00867262,2.78642,13145.0,-0.0304776,5.718685865402222,0.137507,16.2228,19300.0,8500.0,20,0.0604137,2980.01258387
0.974614,28.91908025741577,0.58247016409,5.8292176723480225,-0.0032707,2.78208,15340.0,-0.0184997,5.804959297180176,0.23876,16.1526,20300.0,3900.0,20,0.0352419,4320.69438864
0.973975,34.773075342178345,0.603416739342,5.850261449813843,0.00420073,2.78045,14190.0,-0.0120877,5.778536796569824,0.340923,16.1262,19100.0,5900.0,20,0.0166231,3778.34619907
0.975363,40.429505348205566,0.873754554116,5.647763729095459,-0.00876798,2.78255,17445.0,-0.0273539,5.5985918045043945,0.184271,16.1601,20500.0,14100.0,20,0.0690361,1865.33509054
