MeanKL,AverageReturn,Entropy,TotalExecTime,LossBefore,AveragePolicyStd,StdReturn,Perplexity,Time,MinReturn,NumTrajs,LossAfter,MaxReturn,ExplainedVariance,MaxKL,ItrTime
0.588984,4815.0,2.84233,10.720150470733643,0.0308558,1.00326,3183.28054057,17.1557,10.80198860168457,0.0,20,-0.0471485,10900.0,0.318379903297,2.69979,10.801995038986206
0.272381,2815.0,2.87319,10.603085041046143,0.00706791,1.01926,2011.03828904,17.6933,21.458186864852905,0.0,20,-0.0582161,7800.0,0.100872855731,0.49639,10.652541399002075
0.113122,20320.0,2.87672,10.763833045959473,-0.0161499,1.02115,6252.24759587,17.7559,32.32581400871277,0.0,20,-0.0396508,27700.0,0.563559188828,0.326501,10.863960266113281
0.0419696,25700.0,2.86864,10.451731443405151,-0.0129355,1.01703,5064.08925672,17.6131,42.82748985290527,15700.0,20,-0.0252345,36800.0,0.617346937441,0.135219,10.493642330169678
0.0743987,26045.0,2.86218,10.862528085708618,-0.0240648,1.01355,6839.11361216,17.4996,53.73112893104553,0.0,20,-0.0450935,33700.0,0.755585102398,0.132127,10.89955735206604
0.3071,25350.0,2.85014,10.730277299880981,0.00828831,1.00744,2977.49895046,17.2903,64.50475120544434,20400.0,20,-0.0553309,31500.0,0.681596495808,0.979362,10.769047498703003
0.205562,8615.0,2.85429,10.617964506149292,0.0015475,1.00941,3238.09743522,17.3621,75.17338752746582,2600.0,20,-0.0504463,15500.0,0.309062693967,0.488957,10.664288520812988
