MinReturn,ExplainedVariance,MaxReturn,MaxKL,Time,StdReturn,Entropy,AveragePolicyStd,TotalExecTime,NumTrajs,Perplexity,LossAfter,MeanKL,AverageReturn,LossBefore,ItrTime
0.0,0.427898019639,2500.0,1.3072,21.260694980621338,740.45594062,3.08155,1.12957,21.189793348312378,20,21.7921,-0.00177465,0.0307029,615.0,0.0072677,21.260698080062866
0.0,0.299159590195,3400.0,0.525343,40.1629478931427,810.108017489,3.08882,1.13368,18.826337575912476,20,21.9511,0.0110373,0.00156969,565.0,0.0121983,18.898062229156494
0.0,0.346203841581,2600.0,0.209551,56.842620611190796,597.724853089,3.09491,1.13714,16.603169918060303,20,22.0854,-0.0106335,0.00188282,415.0,-0.00830092,16.67628026008606
0.0,0.423123491758,3200.0,4.94312,73.9380874633789,835.748167811,3.09076,1.13481,16.979710340499878,20,21.9939,-0.00124378,0.00549385,605.0,-0.00196061,17.056119441986084
0.0,0.223805699469,4200.0,0.501435,91.64912414550781,948.406558391,3.08978,1.13425,17.610546827316284,20,21.9723,-0.00410106,0.00263058,655.0,-0.00116383,17.705578327178955
0.0,0.394553290585,3500.0,0.14753,109.76277780532837,815.720540381,3.0892,1.1339,18.010704517364502,20,21.9596,-0.0168942,0.00185195,740.0,-0.0138445,18.102351665496826
0.0,0.292007057121,1100.0,0.163735,128.353839635849,351.390096616,3.08228,1.13,18.361291646957397,20,21.8081,-0.00371261,0.000612758,305.0,-0.00211956,18.58231282234192
